"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","White","Tax","LGBO","255","250","36530","33080"
"In post","2022","30-39","White","Tax","Undeclared","120","115","35390","33370"
"In post","2022","30-39","White","Tax","Unknown","160","155","35290","33370"
"In post","2022","30-39","White","Unknown","Heterosexual / straight","4150","4010","41360","38140"
"In post","2022","30-39","White","Unknown","LGBO","560","550","40730","36360"
"In post","2022","30-39","White","Unknown","Undeclared","265","260","43680","40600"
"In post","2022","30-39","White","Unknown","Unknown","265","255","35410","31060"
"In post","2022","30-39","White","Veterinarian","Heterosexual / straight","60","60","39190","37350"
"In post","2022","30-39","White","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Commercial","Heterosexual / straight","75","75","40980","39430"
"In post","2022","40-49","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Commercial","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Communications","Heterosexual / straight","50","50","46760","42200"
"In post","2022","40-49","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Counter Fraud","Heterosexual / straight","135","125","29450","27570"
"In post","2022","40-49","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Counter Fraud","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Asian","Digital, Data and Technology","Heterosexual / straight","360","355","47860","44430"
"In post","2022","40-49","Asian","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Digital, Data and Technology","Undeclared","30","30","43110","41340"
"In post","2022","40-49","Asian","Digital, Data and Technology","Unknown","45","45","43720","41680"
"In post","2022","40-49","Asian","Economics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Finance","Heterosexual / straight","230","220","43650","40180"
"In post","2022","40-49","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Finance","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Asian","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Asian","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Human Resources","Heterosexual / straight","160","155","42070","37780"
"In post","2022","40-49","Asian","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Inspector of Education and Training","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Intelligence Analysis","Heterosexual / straight","65","60","32880","29250"
"In post","2022","40-49","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Intelligence Analysis","Undeclared","10","5","[c]","[c]"
"In post","2022","40-49","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Internal Audit","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","International Trade","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Knowledge and Information Management","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Legal","Heterosexual / straight","320","300","50410","51320"
"In post","2022","40-49","Asian","Legal","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Legal","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Legal","Unknown","55","50","53770","54200"
"In post","2022","40-49","Asian","Medicine","Heterosexual / straight","45","40","74460","75970"
"In post","2022","40-49","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Medicine","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Operational Delivery","Heterosexual / straight","3745","3390","29550","27570"
"In post","2022","40-49","Asian","Operational Delivery","LGBO","80","75","27210","26280"
"In post","2022","40-49","Asian","Operational Delivery","Undeclared","285","255","28110","26820"
"In post","2022","40-49","Asian","Operational Delivery","Unknown","605","500","27480","26820"
"In post","2022","40-49","Asian","Operational Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Other","Heterosexual / straight","355","325","31650","27950"
"In post","2022","40-49","Asian","Other","LGBO","15","10","[c]","[c]"
"In post","2022","40-49","Asian","Other","Undeclared","30","25","[c]","[c]"
"In post","2022","40-49","Asian","Other","Unknown","45","40","32430","27570"
"In post","2022","40-49","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Policy","Heterosexual / straight","505","490","47250","41950"
"In post","2022","40-49","Asian","Policy","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Asian","Policy","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Asian","Policy","Unknown","30","25","[c]","[c]"
"In post","2022","40-49","Asian","Project Delivery","Heterosexual / straight","230","220","44250","41000"
"In post","2022","40-49","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Asian","Project Delivery","Unknown","30","25","[c]","[c]"
"In post","2022","40-49","Asian","Property","Heterosexual / straight","75","70","42620","39050"
"In post","2022","40-49","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Property","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Property","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Asian","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Science and Engineering","Heterosexual / straight","100","95","40140","39360"
"In post","2022","40-49","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Science and Engineering","Unknown","35","30","44160","40850"
"In post","2022","40-49","Asian","Security","Heterosexual / straight","75","75","35990","35050"
"In post","2022","40-49","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Security","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Security","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Statistics","Heterosexual / straight","35","35","53280","56700"
"In post","2022","40-49","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Tax","Heterosexual / straight","265","255","34680","33370"
"In post","2022","40-49","Asian","Tax","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Asian","Tax","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Asian","Tax","Unknown","85","80","34560","33220"
"In post","2022","40-49","Asian","Unknown","Heterosexual / straight","290","285","44370","39660"
"In post","2022","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Commercial","Heterosexual / straight","40","40","37910","36320"
"In post","2022","40-49","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Counter Fraud","Heterosexual / straight","50","45","29460","27570"
"In post","2022","40-49","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Counter Fraud","Unknown","10","5","[c]","[c]"
"In post","2022","40-49","Black","Digital, Data and Technology","Heterosexual / straight","145","145","41700","40520"
"In post","2022","40-49","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Black","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Finance","Heterosexual / straight","115","115","40470","39880"
"In post","2022","40-49","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
