"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Office of the Secretary of State for Wales","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Other","Female","10","10","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Other","Male","10","10","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Planning","Female","5","5","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Planning Inspectors","Female","20","15","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Planning Inspectors","Male","40","40","49660","47660"
"In post","2022","30-39","Planning Inspectorate","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectorate","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Queen Elizabeth II Centre","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Human Resources","Female","15","15","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Operational Delivery","Female","95","95","32160","30840"
"In post","2022","30-39","Registers of Scotland","Operational Delivery","Male","75","75","30120","25050"
"In post","2022","30-39","Registers of Scotland","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Registers of Scotland","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Unknown","Female","10","10","[c]","[c]"
"In post","2022","30-39","Revenue Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2022","30-39","Royal Fleet Auxiliary","Other","Female","45","45","38370","37000"
"In post","2022","30-39","Royal Fleet Auxiliary","Other","Male","345","345","37240","34460"
"In post","2022","30-39","Rural Payments Agency","Operational Delivery","Female","275","240","24370","21300"
"In post","2022","30-39","Rural Payments Agency","Operational Delivery","Male","185","185","24460","21300"
"In post","2022","30-39","Rural Payments Agency","Project Delivery","Female","20","15","[c]","[c]"
"In post","2022","30-39","Rural Payments Agency","Project Delivery","Male","15","15","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Finance","Female","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Legal","Female","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","Female","275","250","27430","23780"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","Male","105","105","28150","27080"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Policy","Female","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Fiscal Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","Unknown","Female","20","20","[c]","[c]"
"In post","2022","30-39","Scottish Forestry","Unknown","Male","20","20","[c]","[c]"
"In post","2022","30-39","Scottish Government (excl. agencies)","Unknown","Female","1330","1260","42250","39660"
"In post","2022","30-39","Scottish Government (excl. agencies)","Unknown","Male","965","960","42140","39660"
"In post","2022","30-39","Scottish Housing Regulator","Unknown","Female","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Housing Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Commercial","Female","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Commercial","Male","5","5","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Finance","Female","10","10","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Human Resources","Female","20","20","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Operational Delivery","Female","375","360","30780","32170"
"In post","2022","30-39","Scottish Prison Service","Operational Delivery","Male","540","540","30510","32170"
"In post","2022","30-39","Scottish Prison Service","Other","Female","80","70","29770","26900"
"In post","2022","30-39","Scottish Prison Service","Other","Male","75","75","32980","31270"
"In post","2022","30-39","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Prison Service","Psychology","Female","35","35","37610","35000"
"In post","2022","30-39","Scottish Prison Service","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Public Pensions Agency","Unknown","Female","40","35","30350","25930"
"In post","2022","30-39","Scottish Public Pensions Agency","Unknown","Male","35","35","30150","27580"
"In post","2022","30-39","Serious Fraud Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Counter Fraud","Female","30","30","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Counter Fraud","Male","35","35","43150","40000"
"In post","2022","30-39","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Legal","Female","15","15","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Legal","Male","10","10","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Serious Fraud Office","Other","Male","[c]","[c]","[c]","[c]"
