"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Internal Audit","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Attorney General's Office","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Attorney General's Office","Male","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Cabinet Office (excl. agencies)","Female","10","5","[c]","[c]"
"In post","2022","40-49","Legal","Cabinet Office (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","40-49","Legal","Charity Commission","Female","10","10","[c]","[c]"
"In post","2022","40-49","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Competition and Markets Authority","Female","25","20","[c]","[c]"
"In post","2022","40-49","Legal","Competition and Markets Authority","Male","20","20","[c]","[c]"
"In post","2022","40-49","Legal","Crown Office and Procurator Fiscal Service","Female","140","125","60200","62170"
"In post","2022","40-49","Legal","Crown Office and Procurator Fiscal Service","Male","45","45","62000","62170"
"In post","2022","40-49","Legal","Crown Prosecution Service","Female","1215","1075","43960","48080"
"In post","2022","40-49","Legal","Crown Prosecution Service","Male","520","515","44850","48830"
"In post","2022","40-49","Legal","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Department for Education (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2022","40-49","Legal","Department for Education (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","40-49","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","40-49","Legal","Government Legal Department","Female","490","415","59570","63730"
"In post","2022","40-49","Legal","Government Legal Department","Male","240","235","61630","65630"
"In post","2022","40-49","Legal","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","HM Crown Prosecution Service Inspectorate","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","HM Land Registry","Female","40","35","50620","58760"
"In post","2022","40-49","Legal","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2022","40-49","Legal","HM Revenue and Customs (excl. agencies)","Female","160","140","45860","37930"
"In post","2022","40-49","Legal","HM Revenue and Customs (excl. agencies)","Male","150","145","44870","40520"
"In post","2022","40-49","Legal","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Intellectual Property Office","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Ministry of Defence (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Ministry of Defence (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","40-49","Legal","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2022","40-49","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Office of Gas and Electricity Markets","Female","20","20","[c]","[c]"
"In post","2022","40-49","Legal","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Registers of Scotland","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Scottish Courts and Tribunals Service","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Serious Fraud Office","Female","15","15","[c]","[c]"
"In post","2022","40-49","Legal","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","The Insolvency Service","Female","10","10","[c]","[c]"
"In post","2022","40-49","Legal","The Insolvency Service","Male","10","10","[c]","[c]"
"In post","2022","40-49","Legal","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","40-49","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Advisory, Conciliation and Arbitration Service","Female","120","110","29550","30950"
"In post","2022","40-49","No function","Advisory, Conciliation and Arbitration Service","Male","70","70","31350","30950"
"In post","2022","40-49","No function","Animal and Plant Health Agency","Female","395","365","32500","29180"
"In post","2022","40-49","No function","Animal and Plant Health Agency","Male","260","255","32660","30400"
"In post","2022","40-49","No function","Cabinet Office (excl. agencies)","Female","230","220","55820","54700"
"In post","2022","40-49","No function","Cabinet Office (excl. agencies)","Male","215","215","59770","56340"
"In post","2022","40-49","No function","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Charity Commission","Female","55","50","34370","29160"
"In post","2022","40-49","No function","Charity Commission","Male","25","25","[c]","[c]"
"In post","2022","40-49","No function","Companies House","Female","65","55","27570","22740"
"In post","2022","40-49","No function","Companies House","Male","45","45","33200","25100"
"In post","2022","40-49","No function","Criminal Injuries Compensation Authority","Female","45","40","29060","25120"
"In post","2022","40-49","No function","Criminal Injuries Compensation Authority","Male","35","35","28170","25840"
"In post","2022","40-49","No function","Crown Commercial Service","Female","20","20","[c]","[c]"
"In post","2022","40-49","No function","Crown Commercial Service","Male","25","25","[c]","[c]"
"In post","2022","40-49","No function","Crown Office and Procurator Fiscal Service","Female","205","185","29120","27230"
"In post","2022","40-49","No function","Crown Office and Procurator Fiscal Service","Male","40","40","29900","25230"
"In post","2022","40-49","No function","Defence Electronics and Components Agency","Female","10","10","[c]","[c]"
"In post","2022","40-49","No function","Defence Electronics and Components Agency","Male","40","40","29460","28150"
"In post","2022","40-49","No function","Defence Equipment and Support","Female","10","5","[c]","[c]"
"In post","2022","40-49","No function","Defence Equipment and Support","Male","10","10","[c]","[c]"
"In post","2022","40-49","No function","Defence Science and Technology Laboratory","Female","195","175","45080","47010"
"In post","2022","40-49","No function","Defence Science and Technology Laboratory","Male","420","415","46730","47010"
"In post","2022","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","485","455","56890","53610"
"In post","2022","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","470","465","57110","55800"
"In post","2022","40-49","No function","Department for Digital, Culture, Media and Sport","Female","130","120","58660","55860"
"In post","2022","40-49","No function","Department for Digital, Culture, Media and Sport","Male","105","100","55910","52300"
"In post","2022","40-49","No function","Department for Education (excl. agencies)","Female","555","500","50040","50130"
"In post","2022","40-49","No function","Department for Education (excl. agencies)","Male","275","275","50090","50130"
"In post","2022","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","505","460","48210","47550"
"In post","2022","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","390","385","49050","48980"
"In post","2022","40-49","No function","Department for International Trade","Female","155","150","52030","51970"
"In post","2022","40-49","No function","Department for International Trade","Male","170","170","56950","53680"
"In post","2022","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","290","270","49840","48200"
"In post","2022","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","210","210","52880","53130"
"In post","2022","40-49","No function","Department for Transport (excl. agencies)","Female","200","185","54470","54650"
"In post","2022","40-49","No function","Department for Transport (excl. agencies)","Male","245","240","58730","54820"
"In post","2022","40-49","No function","Department for Work and Pensions (excl. agencies)","Female","10935","9335","26590","27570"
