"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Undeclared","Unknown","G6/G7","40","40","61830","60370"
"In post","2022","50-59","Undeclared","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","SEO/HEO","65","60","38250","37610"
"In post","2022","50-59","Undeclared","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","EO","30","30","27890","26800"
"In post","2022","50-59","Unknown","Commercial","G6/G7","55","55","59590","55130"
"In post","2022","50-59","Unknown","Commercial","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Commercial","SEO/HEO","110","110","37860","38980"
"In post","2022","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","EO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","G6/G7","40","40","60410","59490"
"In post","2022","50-59","Unknown","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Communications","SEO/HEO","45","45","38720","38540"
"In post","2022","50-59","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","EO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Counter Fraud","SEO/HEO","20","15","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","AA/AO","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","EO","80","75","29550","29200"
"In post","2022","50-59","Unknown","Digital, Data and Technology","G6/G7","230","230","60430","58710"
"In post","2022","50-59","Unknown","Digital, Data and Technology","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Digital, Data and Technology","SEO/HEO","320","315","39520","39780"
"In post","2022","50-59","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Finance","AA/AO","35","30","23060","22080"
"In post","2022","50-59","Unknown","Finance","EO","60","55","27650","26780"
"In post","2022","50-59","Unknown","Finance","G6/G7","95","95","60340","60920"
"In post","2022","50-59","Unknown","Finance","SCS level","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Finance","SEO/HEO","150","150","38740","38370"
"In post","2022","50-59","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Geography","EO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Geography","SEO/HEO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Human Resources","AA/AO","35","30","21860","21780"
"In post","2022","50-59","Unknown","Human Resources","EO","65","60","28840","27680"
"In post","2022","50-59","Unknown","Human Resources","G6/G7","65","65","60120","59070"
"In post","2022","50-59","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Human Resources","SEO/HEO","105","100","37540","37450"
"In post","2022","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Inspector of Education and Training","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Inspector of Education and Training","SEO/HEO","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","EO","30","30","27020","25680"
"In post","2022","50-59","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","SEO/HEO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","International Trade","G6/G7","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","International Trade","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","G6/G7","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","SEO/HEO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Legal","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Legal","EO","75","70","29020","28920"
"In post","2022","50-59","Unknown","Legal","G6/G7","265","250","60500","58110"
"In post","2022","50-59","Unknown","Legal","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Legal","SEO/HEO","200","195","38460","38470"
"In post","2022","50-59","Unknown","Medicine","AA/AO","20","15","[c]","[c]"
"In post","2022","50-59","Unknown","Medicine","EO","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Medicine","G6/G7","65","55","74240","75920"
"In post","2022","50-59","Unknown","Medicine","SCS level","65","65","117350","114000"
"In post","2022","50-59","Unknown","Medicine","SEO/HEO","40","40","40620","39330"
"In post","2022","50-59","Unknown","Operational Delivery","AA/AO","3250","2850","22500","22010"
"In post","2022","50-59","Unknown","Operational Delivery","EO","2690","2505","30430","29290"
"In post","2022","50-59","Unknown","Operational Delivery","G6/G7","480","475","61230","59700"
"In post","2022","50-59","Unknown","Operational Delivery","SCS level","75","75","99270","93000"
"In post","2022","50-59","Unknown","Operational Delivery","SEO/HEO","1435","1385","39540","40180"
"In post","2022","50-59","Unknown","Operational Delivery","Unknown","715","635","29750","28200"
"In post","2022","50-59","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Other","AA/AO","430","415","21910","21380"
"In post","2022","50-59","Unknown","Other","EO","270","265","28720","27720"
"In post","2022","50-59","Unknown","Other","G6/G7","100","95","63420","61440"
"In post","2022","50-59","Unknown","Other","SCS level","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Other","SEO/HEO","265","255","39680","40230"
"In post","2022","50-59","Unknown","Other","Unknown","530","530","42390","37300"
"In post","2022","50-59","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Planning Inspectors","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Policy","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Policy","EO","50","50","29070","28650"
"In post","2022","50-59","Unknown","Policy","G6/G7","255","245","60650","60610"
"In post","2022","50-59","Unknown","Policy","SCS level","60","55","100380","94200"
"In post","2022","50-59","Unknown","Policy","SEO/HEO","210","205","38250","37930"
"In post","2022","50-59","Unknown","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","EO","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","G6/G7","175","175","59460","55900"
"In post","2022","50-59","Unknown","Project Delivery","SCS level","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","SEO/HEO","210","205","38750","40000"
"In post","2022","50-59","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Property","AA/AO","65","60","19190","18980"
"In post","2022","50-59","Unknown","Property","EO","45","45","27430","26950"
"In post","2022","50-59","Unknown","Property","G6/G7","65","65","58060","55210"
"In post","2022","50-59","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Property","SEO/HEO","105","105","38410","37500"
"In post","2022","50-59","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Science and Engineering","AA/AO","35","35","22710","22750"
"In post","2022","50-59","Unknown","Science and Engineering","EO","45","45","26400","26020"
"In post","2022","50-59","Unknown","Science and Engineering","G6/G7","180","175","59080","56410"
"In post","2022","50-59","Unknown","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Science and Engineering","SEO/HEO","170","160","39770","40560"
"In post","2022","50-59","Unknown","Science and Engineering","Unknown","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Security","AA/AO","355","350","28900","24720"
"In post","2022","50-59","Unknown","Security","EO","40","40","39260","43920"
"In post","2022","50-59","Unknown","Security","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Security","SEO/HEO","60","60","41010","38860"
"In post","2022","50-59","Unknown","Security","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Tax","AA/AO","180","170","21480","21250"
"In post","2022","50-59","Unknown","Tax","EO","235","225","28510","26820"
"In post","2022","50-59","Unknown","Tax","G6/G7","120","115","60570","58710"
"In post","2022","50-59","Unknown","Tax","SEO/HEO","390","375","37370","37610"
"In post","2022","50-59","Unknown","Unknown","AA/AO","295","275","23430","23230"
"In post","2022","50-59","Unknown","Unknown","EO","220","210","28820","27940"
"In post","2022","50-59","Unknown","Unknown","G6/G7","720","705","65170","64500"
"In post","2022","50-59","Unknown","Unknown","SCS level","125","125","111410","103500"
"In post","2022","50-59","Unknown","Unknown","SEO/HEO","515","495","40590","39660"
"In post","2022","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","AA/AO","10","5","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","EO","10","5","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","SEO/HEO","20","20","[c]","[c]"
"In post","2022","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","EO","5","5","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Declared disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Counter Fraud","AA/AO","40","30","22230","21260"
"In post","2022","60-64","Declared disabled","Counter Fraud","EO","90","70","28450","27570"
"In post","2022","60-64","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
