"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","HM Prison and Probation Service","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","East Midlands (England)","1120","1055","30730","28200"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","East of England","1235","1165","31190","30210"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","London","1390","1340","37100","35230"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","North East (England)","830","790","30840","30210"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","North West (England)","1730","1650","31350","30450"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","South East (England)","1645","1580","32190","31650"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","South West (England)","905","855","30120","28550"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","Unknown","25","20","32630","27810"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","Wales","665","635","31960","28930"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","West Midlands (England)","1235","1165","31190","30210"
"In post","2022","40-49","HM Prison and Probation Service","Operational Delivery","Yorkshire and The Humber","1430","1355","30950","30140"
"In post","2022","40-49","HM Prison and Probation Service","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Policy","London","20","20","56460","56680"
"In post","2022","40-49","HM Prison and Probation Service","Policy","North West (England)","15","15","43240","45320"
"In post","2022","40-49","HM Prison and Probation Service","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Policy","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","East Midlands (England)","50","50","41410","41660"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","East of England","40","35","46430","48040"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","London","15","15","55830","53460"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","North East (England)","20","20","49200","50670"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","North West (England)","40","35","42220","40670"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","South East (England)","45","40","43710","43870"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","South West (England)","15","15","47500","50660"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","Wales","5","5","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","West Midlands (England)","20","15","43640","45140"
"In post","2022","40-49","HM Prison and Probation Service","Psychology","Yorkshire and The Humber","35","35","42170","43870"
"In post","2022","40-49","HM Prison and Probation Service","Security","East Midlands (England)","10","10","36860","37670"
"In post","2022","40-49","HM Prison and Probation Service","Security","East of England","15","15","41340","36480"
"In post","2022","40-49","HM Prison and Probation Service","Security","London","50","50","49200","47050"
"In post","2022","40-49","HM Prison and Probation Service","Security","North East (England)","15","15","33350","31180"
"In post","2022","40-49","HM Prison and Probation Service","Security","North West (England)","15","15","38500","37280"
"In post","2022","40-49","HM Prison and Probation Service","Security","South East (England)","30","25","40530","40190"
"In post","2022","40-49","HM Prison and Probation Service","Security","South West (England)","10","10","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Security","Wales","10","10","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Security","West Midlands (England)","15","15","37760","36480"
"In post","2022","40-49","HM Prison and Probation Service","Security","Yorkshire and The Humber","35","35","38040","40190"
"In post","2022","40-49","HM Prison and Probation Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Prison and Probation Service","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Commercial","North West (England)","10","10","40820","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","London","25","25","56420","62120"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","North East (England)","15","15","39700","40180"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","North West (England)","10","10","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","East of England","45","45","41630","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","45","45","55680","44180"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","North East (England)","130","125","46430","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","North West (England)","60","60","43680","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Northern Ireland","5","5","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Scotland","30","30","39950","40180"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","South East (England)","35","35","47770","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","West Midlands (England)","70","70","49840","54160"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","60","60","38280","33370"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Economics","London","5","5","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","East Midlands (England)","15","15","47190","47340"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","East of England","5","5","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","London","60","60","58090","62120"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","North East (England)","80","80","43970","40520"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","North West (England)","35","30","38710","34890"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","Scotland","20","20","30410","26820"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","South East (England)","40","40","37990","33480"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","West Midlands (England)","20","20","46180","40950"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","Yorkshire and The Humber","20","20","33310","33370"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","East Midlands (England)","55","55","41590","40180"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","London","20","20","64200","62120"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","North East (England)","15","15","45660","47340"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","North West (England)","65","60","39000","40180"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East of England","5","5","[c]","[c]"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","London","15","15","52480","53010"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North East (England)","10","10","37540","33370"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North West (England)","10","10","40520","40520"
