"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Undeclared","Ministry of Defence","Medicine","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Defence","Operational Delivery","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Defence","Other","185","175","28320","26350"
"In post","2022","40-49","Undeclared","Ministry of Defence","Policy","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Defence","Project Delivery","85","85","44850","42030"
"In post","2022","40-49","Undeclared","Ministry of Defence","Property","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Defence","Science and Engineering","70","70","38260","38270"
"In post","2022","40-49","Undeclared","Ministry of Defence","Security","105","105","33540","35200"
"In post","2022","40-49","Undeclared","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Commercial","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Communications","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Finance","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Human Resources","40","40","40700","40640"
"In post","2022","40-49","Undeclared","Ministry of Justice","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Legal","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Operational Delivery","1775","1675","31410","31650"
"In post","2022","40-49","Undeclared","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Policy","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Project Delivery","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Property","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Ministry of Justice","Psychology","35","35","42280","45760"
"In post","2022","40-49","Undeclared","Ministry of Justice","Security","45","45","44140","41760"
"In post","2022","40-49","Undeclared","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Legal","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Operational Delivery","20","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Scottish Government","Unknown","60","55","43690","39660"
"In post","2022","40-49","Undeclared","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Operational Delivery","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Finance","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Operational Delivery","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Other","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Policy","20","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Commercial","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Counter Fraud","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Human Resources","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Legal","325","300","56560","54390"
"In post","2022","40-49","Unknown","Attorney General's Departments","Operational Delivery","90","85","26960","24590"
"In post","2022","40-49","Unknown","Attorney General's Departments","Other","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Policy","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Commercial","45","45","36610","38650"
"In post","2022","40-49","Unknown","Cabinet Office","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Finance","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Operational Delivery","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Property","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Cabinet Office","Unknown","685","670","64970","62010"
"In post","2022","40-49","Unknown","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Chancellor's other departments","Other","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Legal","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Operational Delivery","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Competition and Markets Authority","Legal","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Competition and Markets Authority","Project Delivery","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Communications","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","40","40","45750","42990"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Economics","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Legal","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","190","180","28860","24640"
"In post","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
