"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Space Agency","London","EO","5","5","[c]","[c]"
"In post","2022","UK Space Agency","London","G6/G7","55","55","56980","53600"
"In post","2022","UK Space Agency","London","SCS level","5","5","[c]","[c]"
"In post","2022","UK Space Agency","London","SEO/HEO","75","75","37870","40050"
"In post","2022","UK Space Agency","Outside London","EO","10","10","[c]","[c]"
"In post","2022","UK Space Agency","Outside London","G6/G7","60","60","53800","49310"
"In post","2022","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Outside London","SEO/HEO","50","50","35210","36740"
"In post","2022","UK Statistics Authority","London","AA/AO","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","London","EO","20","20","27600","26630"
"In post","2022","UK Statistics Authority","London","G6/G7","85","85","57750","54420"
"In post","2022","UK Statistics Authority","London","SCS level","25","25","90620","80000"
"In post","2022","UK Statistics Authority","London","SEO/HEO","200","195","36490","33710"
"In post","2022","UK Statistics Authority","Outside London","AA/AO","1515","1080","20330","20350"
"In post","2022","UK Statistics Authority","Outside London","EO","715","670","24520","23880"
"In post","2022","UK Statistics Authority","Outside London","G6/G7","995","965","53470","51210"
"In post","2022","UK Statistics Authority","Outside London","SCS level","55","55","81910","74260"
"In post","2022","UK Statistics Authority","Outside London","SEO/HEO","2265","2170","34160","33520"
"In post","2022","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","EO","20","20","27280","27310"
"In post","2022","UK Supreme Court","London","G6/G7","10","10","59880","57910"
"In post","2022","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","London","SEO/HEO","20","20","35100","37230"
"In post","2022","Valuation Office Agency","London","AA/AO","65","55","26290","26440"
"In post","2022","Valuation Office Agency","London","EO","210","195","30840","30620"
"In post","2022","Valuation Office Agency","London","G6/G7","110","105","64870","64390"
"In post","2022","Valuation Office Agency","London","SCS level","10","10","88460","81400"
"In post","2022","Valuation Office Agency","London","SEO/HEO","310","295","42060","39050"
"In post","2022","Valuation Office Agency","Outside London","AA/AO","785","725","22020","22010"
"In post","2022","Valuation Office Agency","Outside London","EO","805","745","26530","26880"
"In post","2022","Valuation Office Agency","Outside London","G6/G7","360","345","58130","57150"
"In post","2022","Valuation Office Agency","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Outside London","SEO/HEO","1200","1130","37940","34000"
"In post","2022","Vehicle Certification Agency","Outside London","AA/AO","50","45","21610","21840"
"In post","2022","Vehicle Certification Agency","Outside London","EO","40","40","26890","27250"
"In post","2022","Vehicle Certification Agency","Outside London","G6/G7","15","15","65280","62170"
"In post","2022","Vehicle Certification Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Outside London","SEO/HEO","90","90","39730","38420"
"In post","2022","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","AA/AO","30","30","24270","24370"
"In post","2022","Veterinary Medicines Directorate","Outside London","EO","25","25","28140","28260"
"In post","2022","Veterinary Medicines Directorate","Outside London","G6/G7","60","55","56420","53940"
"In post","2022","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","60","60","36690","38460"
"In post","2022","Water Services Regulation Authority","London","EO","15","15","29040","28000"
"In post","2022","Water Services Regulation Authority","London","G6/G7","30","30","82910","76280"
"In post","2022","Water Services Regulation Authority","London","SCS level","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","30","30","50390","48720"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","35","30","29470","28000"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","35","35","80220","77600"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","105","100","46170","44000"
"In post","2022","Welsh Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","860","790","24250","24630"
"In post","2022","Welsh Government (excl. agencies)","Outside London","EO","1090","1025","28850","29430"
"In post","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","1075","1030","62440","61440"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SCS level","185","180","87150","79500"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","2650","2515","41410","38160"
"In post","2022","Welsh Government (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","AA/AO","10","10","24310","24630"
"In post","2022","Welsh Revenue Authority","Outside London","EO","15","15","27730","26820"
"In post","2022","Welsh Revenue Authority","Outside London","G6/G7","20","20","63250","61440"
"In post","2022","Welsh Revenue Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SEO/HEO","30","30","40240","40100"
"In post","2022","Wilton Park","Outside London","AA/AO","20","20","24960","23250"
"In post","2022","Wilton Park","Outside London","EO","25","20","27200","25580"
"In post","2022","Wilton Park","Outside London","G6/G7","15","15","58130","58040"
"In post","2022","Wilton Park","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SEO/HEO","20","20","34530","33460"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","25","[c]","24590","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","20","[c]","37300","37040"
"Leaver CS","2022","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","AA/AO","100","[c]","22150","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","EO","65","[c]","25580","25010"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","G6/G7","10","[c]","58570","56680"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","85","[c]","36840","36030"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AA/AO","50","[c]","20580","18450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","40","[c]","27840","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6/G7","195","[c]","62290","59280"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","60","[c]","102810","94990"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","140","[c]","35810","35590"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","25","[c]","20710","21050"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","EO","20","[c]","25660","25210"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","45","[c]","68000","64750"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","55","[c]","34310","33300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","10","[c]","27050","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","30","[c]","64310","63750"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","10","[c]","101300","90450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","30","[c]","34610","34550"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","10","[c]","20930","21510"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","20","[c]","33950","33850"
"Leaver CS","2022","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","EO","20","[c]","24890","24440"
"Leaver CS","2022","Charity Commission","Outside London","G6/G7","10","[c]","57500","58420"
"Leaver CS","2022","Charity Commission","Outside London","SEO/HEO","20","[c]","32950","29460"
"Leaver CS","2022","Companies House","Outside London","AA/AO","40","[c]","21480","22490"
