"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Maritime and Coastguard Agency","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Female","245","225","30940","26840"
"In post","2022","Maritime and Coastguard Agency","Operational Delivery","Male","540","535","39740","35730"
"In post","2022","Maritime and Coastguard Agency","Policy","Female","100","95","36560","32600"
"In post","2022","Maritime and Coastguard Agency","Policy","Male","95","95","41870","40080"
"In post","2022","Maritime and Coastguard Agency","Property","Female","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Property","Male","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Female","30","30","41050","35450"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Male","20","20","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","30","30","50130","53100"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","45","45","46500","41010"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Female","20","20","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Male","15","15","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","25","25","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","95","85","62230","67420"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","50","50","64500","67080"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","95","90","40180","33140"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","80","75","40530","34390"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Other","Female","155","145","48530","42160"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Other","Male","120","120","49350","41130"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Policy","Female","20","20","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Policy","Male","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","200","190","48810","41950"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","100","100","53010","53100"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Commercial","Female","110","100","42820","42640"
"In post","2022","Met Office","Commercial","Male","90","90","46170","47960"
"In post","2022","Met Office","Communications","Female","20","15","[c]","[c]"
"In post","2022","Met Office","Communications","Male","15","15","[c]","[c]"
"In post","2022","Met Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Digital, Data and Technology","Female","100","95","34380","35410"
"In post","2022","Met Office","Digital, Data and Technology","Male","295","290","38190","36160"
"In post","2022","Met Office","Finance","Female","15","10","[c]","[c]"
"In post","2022","Met Office","Finance","Male","15","15","[c]","[c]"
"In post","2022","Met Office","Human Resources","Female","55","50","38570","33930"
"In post","2022","Met Office","Human Resources","Male","20","20","[c]","[c]"
"In post","2022","Met Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Legal","Female","10","10","[c]","[c]"
"In post","2022","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Operational Delivery","Female","60","60","40140","39650"
"In post","2022","Met Office","Operational Delivery","Male","150","150","42670","40320"
"In post","2022","Met Office","Other","Female","15","15","[c]","[c]"
"In post","2022","Met Office","Other","Male","5","5","[c]","[c]"
"In post","2022","Met Office","Project Delivery","Female","95","90","39730","39650"
"In post","2022","Met Office","Project Delivery","Male","105","100","41530","40040"
"In post","2022","Met Office","Property","Female","15","10","[c]","[c]"
"In post","2022","Met Office","Property","Male","10","10","[c]","[c]"
"In post","2022","Met Office","Science and Engineering","Female","330","300","36210","37420"
"In post","2022","Met Office","Science and Engineering","Male","630","600","40100","39650"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","Female","555","530","35130","34500"
"In post","2022","Ministry of Defence (excl. agencies)","Commercial","Male","385","380","37690","35390"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","Female","255","245","36270","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Communications","Male","260","260","34260","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","690","665","33220","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","1290","1275","35340","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Female","2225","2135","35050","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Finance","Male","1465","1445","40070","35300"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Female","30","30","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Geography","Male","30","30","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Female","1265","1160","30760","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Human Resources","Male","555","545","33890","30200"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","250","240","36240","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","590","575","37710","35500"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Female","75","75","38010","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Internal Audit","Male","60","60","40340","37000"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","310","295","28980","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","270","265","32390","29560"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Female","25","20","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Legal","Male","25","25","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Female","1205","1045","43390","39030"
"In post","2022","Ministry of Defence (excl. agencies)","Medicine","Male","445","400","57410","45840"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Female","5630","5315","24960","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Other","Male","5145","5065","27450","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Female","640","620","41140","37640"
"In post","2022","Ministry of Defence (excl. agencies)","Policy","Male","570","565","49130","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Female","1210","1170","41270","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Project Delivery","Male","1470","1445","45730","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Female","800","765","30690","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Property","Male","1290","1260","32260","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Female","220","215","38050","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Science and Engineering","Male","1515","1490","33850","28430"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Female","985","955","28660","25000"
"In post","2022","Ministry of Defence (excl. agencies)","Security","Male","5375","5280","29900","26610"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Female","105","100","40270","38000"
"In post","2022","Ministry of Defence (excl. agencies)","Statistics","Male","135","135","40640","38000"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Female","90","85","35710","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Commercial","Male","75","75","39030","41100"
"In post","2022","Ministry of Justice (excl. agencies)","Communications","Female","85","80","43200","41100"
