"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Housing Regulator","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Scottish Prison Service","AA/AO","315","295","25750","26900"
"In post","2022","50-59","Scottish Prison Service","EO","760","735","34950","35000"
"In post","2022","50-59","Scottish Prison Service","G6/G7","70","70","65730","60140"
"In post","2022","50-59","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Prison Service","SEO/HEO","295","275","42050","40290"
"In post","2022","50-59","Scottish Public Pensions Agency","AA/AO","45","45","25520","25930"
"In post","2022","50-59","Scottish Public Pensions Agency","EO","20","20","29390","30040"
"In post","2022","50-59","Scottish Public Pensions Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Public Pensions Agency","SEO/HEO","10","10","34850","31540"
"In post","2022","50-59","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Serious Fraud Office","EO","20","20","28740","29430"
"In post","2022","50-59","Serious Fraud Office","G6/G7","55","55","65090","63000"
"In post","2022","50-59","Serious Fraud Office","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Serious Fraud Office","SEO/HEO","40","40","39630","40000"
"In post","2022","50-59","Social Security Scotland","AA/AO","125","120","22150","22140"
"In post","2022","50-59","Social Security Scotland","EO","130","125","27810","27230"
"In post","2022","50-59","Social Security Scotland","G6/G7","55","55","64740","62170"
"In post","2022","50-59","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Social Security Scotland","SEO/HEO","150","145","37320","34600"
"In post","2022","50-59","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","SEO/HEO","15","15","36110","36500"
"In post","2022","50-59","Student Awards Agency for Scotland","AA/AO","20","20","23820","23230"
"In post","2022","50-59","Student Awards Agency for Scotland","EO","10","10","29490","28460"
"In post","2022","50-59","Student Awards Agency for Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","50-59","Student Awards Agency for Scotland","SEO/HEO","10","10","42990","43910"
"In post","2022","50-59","Submarine Delivery Agency","Unknown","455","450","50230","46750"
"In post","2022","50-59","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Teaching Regulation Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","The Insolvency Service","AA/AO","140","130","21650","21130"
"In post","2022","50-59","The Insolvency Service","EO","65","65","26260","26290"
"In post","2022","50-59","The Insolvency Service","G6/G7","65","65","60230","57670"
"In post","2022","50-59","The Insolvency Service","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","The Insolvency Service","SEO/HEO","250","245","39260","39490"
"In post","2022","50-59","The National Archives","AA/AO","15","15","22590","22640"
"In post","2022","50-59","The National Archives","EO","20","20","26210","25170"
"In post","2022","50-59","The National Archives","G6/G7","30","30","52970","50000"
"In post","2022","50-59","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","The National Archives","SEO/HEO","65","65","38470","36490"
"In post","2022","50-59","Transport Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Transport Scotland","EO","10","10","29430","30040"
"In post","2022","50-59","Transport Scotland","G6/G7","50","50","66230","65720"
"In post","2022","50-59","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Transport Scotland","SEO/HEO","60","60","42690","43000"
"In post","2022","50-59","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Debt Management Office","G6/G7","20","20","78580","70370"
"In post","2022","50-59","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Debt Management Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","EO","10","10","[c]","[c]"
"In post","2022","50-59","UK Export Finance","G6/G7","40","40","66020","62000"
"In post","2022","50-59","UK Export Finance","SCS level","15","15","127310","110000"
"In post","2022","50-59","UK Export Finance","SEO/HEO","50","50","43260","43000"
"In post","2022","50-59","UK Health Security Agency","AA/AO","100","85","21820","21900"
"In post","2022","50-59","UK Health Security Agency","EO","140","130","27110","27270"
"In post","2022","50-59","UK Health Security Agency","G6/G7","480","465","59610","56490"
"In post","2022","50-59","UK Health Security Agency","SCS level","140","135","110720","112940"
"In post","2022","50-59","UK Health Security Agency","SEO/HEO","490","450","37330","37130"
"In post","2022","50-59","UK Hydrographic Office","AA/AO","15","15","20910","20910"
"In post","2022","50-59","UK Hydrographic Office","EO","60","60","28140","28240"
"In post","2022","50-59","UK Hydrographic Office","G6/G7","30","30","58720","56640"
"In post","2022","50-59","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Hydrographic Office","SEO/HEO","115","110","39160","42350"
"In post","2022","50-59","UK Space Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Space Agency","G6/G7","20","20","56800","54980"
"In post","2022","50-59","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Space Agency","SEO/HEO","15","15","35520","36740"
"In post","2022","50-59","UK Statistics Authority","AA/AO","480","330","20370","20350"
"In post","2022","50-59","UK Statistics Authority","EO","150","140","24950","24250"
"In post","2022","50-59","UK Statistics Authority","G6/G7","260","255","55560","52650"
"In post","2022","50-59","UK Statistics Authority","SCS level","30","30","86190","75300"
"In post","2022","50-59","UK Statistics Authority","SEO/HEO","345","330","34670","34970"
"In post","2022","50-59","UK Supreme Court","EO","10","10","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Valuation Office Agency","AA/AO","230","210","22540","22040"
"In post","2022","50-59","Valuation Office Agency","EO","310","290","27950","27000"
"In post","2022","50-59","Valuation Office Agency","G6/G7","220","215","60940","58250"
"In post","2022","50-59","Valuation Office Agency","SCS level","10","10","84030","78260"
"In post","2022","50-59","Valuation Office Agency","SEO/HEO","470","450","40510","42500"
"In post","2022","50-59","Vehicle Certification Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","EO","5","5","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","SEO/HEO","20","20","43220","42070"
"In post","2022","50-59","Veterinary Medicines Directorate","AA/AO","5","5","[c]","[c]"
"In post","2022","50-59","Veterinary Medicines Directorate","EO","10","10","[c]","[c]"
"In post","2022","50-59","Veterinary Medicines Directorate","G6/G7","20","20","58420","57170"
"In post","2022","50-59","Veterinary Medicines Directorate","SEO/HEO","15","15","35990","35580"
"In post","2022","50-59","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","G6/G7","20","20","82610","78380"
"In post","2022","50-59","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Water Services Regulation Authority","SEO/HEO","20","20","49380","49810"
"In post","2022","50-59","Welsh Government (excl. agencies)","AA/AO","185","170","24610","24630"
"In post","2022","50-59","Welsh Government (excl. agencies)","EO","270","255","29270","29430"
"In post","2022","50-59","Welsh Government (excl. agencies)","G6/G7","395","390","64070","61440"
"In post","2022","50-59","Welsh Government (excl. agencies)","SCS level","75","75","90100","82210"
"In post","2022","50-59","Welsh Government (excl. agencies)","SEO/HEO","790","760","42650","41980"
"In post","2022","50-59","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Revenue Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Welsh Revenue Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Wilton Park","EO","5","5","[c]","[c]"
"In post","2022","50-59","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Wilton Park","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","EO","25","20","26460","26180"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","G6/G7","10","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","SEO/HEO","55","40","36420","34500"
"In post","2022","60-64","Animal and Plant Health Agency","AA/AO","60","55","22210","21300"
"In post","2022","60-64","Animal and Plant Health Agency","EO","65","55","26670","26520"
"In post","2022","60-64","Animal and Plant Health Agency","G6/G7","20","20","57460","54730"
"In post","2022","60-64","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","SEO/HEO","75","65","37280","35900"
"In post","2022","60-64","Cabinet Office (excl. agencies)","AA/AO","45","35","22060","21170"
"In post","2022","60-64","Cabinet Office (excl. agencies)","EO","35","30","26850","26570"
"In post","2022","60-64","Cabinet Office (excl. agencies)","G6/G7","95","90","62220","59160"
"In post","2022","60-64","Cabinet Office (excl. agencies)","SCS level","35","30","118150","115000"
"In post","2022","60-64","Cabinet Office (excl. agencies)","SEO/HEO","100","90","36280","35530"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","EO","10","10","25360","25010"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","15","33920","32110"
"In post","2022","60-64","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","EO","10","10","[c]","[c]"
"In post","2022","60-64","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Charity Commission","SEO/HEO","20","15","33270","31710"
"In post","2022","60-64","Companies House","AA/AO","75","60","22480","22740"
"In post","2022","60-64","Companies House","EO","20","15","27700","27460"
"In post","2022","60-64","Companies House","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Companies House","SEO/HEO","15","10","42790","42990"
"In post","2022","60-64","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","G6/G7","10","10","66470","68080"
"In post","2022","60-64","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Criminal Injuries Compensation Authority","AA/AO","10","10","20740","21110"
