"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","No function","HM Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Prison and Probation Service","AA/AO","85","[c]","23480","23140"
"New entrant CS","2022","Undeclared","No function","HM Prison and Probation Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Prison and Probation Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Prison and Probation Service","Unknown","290","[c]","30100","28200"
"New entrant CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","AA/AO","45","[c]","21440","21250"
"New entrant CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","HM Treasury (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Health Security Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Health Security Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Health Security Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Statistics Authority","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Defence Equipment and Support","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Defence Equipment and Support","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Transport (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Valuation Office Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Social Security Scotland","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Social Security Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Social Security Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
