"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","EO","20","[c]","25060","26180"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","HEO","35","[c]","35010","34020"
"Leaver CS","2022","20-29","Department for Education","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","EO","85","[c]","26340","25000"
"Leaver CS","2022","20-29","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","G7","10","[c]","51740","51780"
"Leaver CS","2022","20-29","Department for Education","HEO","30","[c]","32580","32940"
"Leaver CS","2022","20-29","Department for Education","SEO","15","[c]","38890","36640"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","AO","110","[c]","21830","21300"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","EO","70","[c]","25330","24920"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","HEO","120","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","EO","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","AA","10","[c]","18200","18200"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","AO","20","[c]","22030","21270"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","EO","15","[c]","27670","27850"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","HEO","20","[c]","32600","33210"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","AA","40","[c]","18240","18310"
"Leaver CS","2022","20-29","Department for Transport","AO","100","[c]","22250","21840"
"Leaver CS","2022","20-29","Department for Transport","EO","40","[c]","26310","26350"
"Leaver CS","2022","20-29","Department for Transport","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","HEO","50","[c]","33800","34710"
"Leaver CS","2022","20-29","Department for Transport","SEO","15","[c]","42320","42470"
"Leaver CS","2022","20-29","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","AO","1035","[c]","21580","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions","EO","875","[c]","28510","27570"
"Leaver CS","2022","20-29","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","HEO","30","[c]","34160","32000"
"Leaver CS","2022","20-29","Department for Work and Pensions","SEO","20","[c]","40610","40020"
"Leaver CS","2022","20-29","Department of Health and Social Care","AA","35","[c]","19790","19100"
"Leaver CS","2022","20-29","Department of Health and Social Care","AO","130","[c]","21170","19880"
"Leaver CS","2022","20-29","Department of Health and Social Care","EO","220","[c]","25620","26880"
"Leaver CS","2022","20-29","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","G7","35","[c]","51810","52610"
"Leaver CS","2022","20-29","Department of Health and Social Care","HEO","215","[c]","31090","32330"
"Leaver CS","2022","20-29","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","SEO","115","[c]","38650","40060"
"Leaver CS","2022","20-29","Department of Health and Social Care","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","EO","20","[c]","27720","27380"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","AO","45","[c]","23160","22600"
"Leaver CS","2022","20-29","HM Land Registry","EO","20","[c]","28080","27130"
"Leaver CS","2022","20-29","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","HEO","15","[c]","35910","33840"
"Leaver CS","2022","20-29","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","AO","715","[c]","21870","22010"
"Leaver CS","2022","20-29","HM Revenue and Customs","EO","175","[c]","25690","25000"
"Leaver CS","2022","20-29","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","HEO","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","AA","40","[c]","21720","22460"
"Leaver CS","2022","20-29","Home Office","AO","110","[c]","22260","21680"
"Leaver CS","2022","20-29","Home Office","EO","140","[c]","26800","25100"
"Leaver CS","2022","20-29","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","HEO","85","[c]","34450","35050"
"Leaver CS","2022","20-29","Home Office","SEO","30","[c]","42150","41970"
"Leaver CS","2022","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","AA","95","[c]","18850","19010"
"Leaver CS","2022","20-29","Ministry of Defence","AO","170","[c]","23640","22200"
"Leaver CS","2022","20-29","Ministry of Defence","EO","260","[c]","22720","23250"
"Leaver CS","2022","20-29","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","HEO","200","[c]","31070","31600"
"Leaver CS","2022","20-29","Ministry of Defence","SEO","50","[c]","40790","40580"
"Leaver CS","2022","20-29","Ministry of Defence","Unknown","85","[c]","28020","28980"
"Leaver CS","2022","20-29","Ministry of Justice","AA","400","[c]","18910","18200"
"Leaver CS","2022","20-29","Ministry of Justice","AO","1840","[c]","21130","20970"
"Leaver CS","2022","20-29","Ministry of Justice","EO","185","[c]","25090","25120"
"Leaver CS","2022","20-29","Ministry of Justice","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","HEO","80","[c]","31840","30850"
"Leaver CS","2022","20-29","Ministry of Justice","SEO","20","[c]","39490","41750"
"Leaver CS","2022","20-29","Ministry of Justice","Unknown","445","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","EO","30","[c]","30350","30640"
"Leaver CS","2022","20-29","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","AO","15","[c]","19580","19750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","EO","25","[c]","25430","25750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","HEO","20","[c]","34240","34240"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government","AA","65","[c]","21910","21050"
"Leaver CS","2022","20-29","Scottish Government","AO","95","[c]","23960","23780"
"Leaver CS","2022","20-29","Scottish Government","EO","60","[c]","28470","27550"
"Leaver CS","2022","20-29","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government","HEO","25","[c]","33650","33070"
"Leaver CS","2022","20-29","Scottish Government","SEO","15","[c]","39930","40810"
"Leaver CS","2022","20-29","The National Archives","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","AA","20","[c]","18910","18580"
"Leaver CS","2022","20-29","UK Statistics Authority","AO","75","[c]","20100","19610"
"Leaver CS","2022","20-29","UK Statistics Authority","EO","35","[c]","23720","23630"
"Leaver CS","2022","20-29","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","HEO","40","[c]","30980","30210"
"Leaver CS","2022","20-29","UK Statistics Authority","SEO","15","[c]","37840","36930"
"Leaver CS","2022","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Supreme Court","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","AO","25","[c]","22040","21300"
"Leaver CS","2022","20-29","Welsh Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","AO","20","[c]","21840","22200"
"Leaver CS","2022","30-39","Attorney General's Departments","EO","15","[c]","28280","27000"
"Leaver CS","2022","30-39","Attorney General's Departments","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Departments","G7","75","[c]","53160","52390"
