"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Finance","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Education","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","London","10","10","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","North West (England)","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department for Work and Pensions","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Department of Health and Social Care","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Foreign, Commonwealth and Development Office","London","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","London","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","South East (England)","5","5","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","South West (England)","10","10","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","London","10","10","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
