"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Communications","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Department of Health and Social Care","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Ministry of Defence","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Work and Pensions","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Department for Work and Pensions","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Education","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Transport","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","35","[c]","47010","41440"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Land Registry","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
