"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Unknown","Science and Engineering","35","[c]","27180","27140"
"Leaver CS","2022","20-29","Unknown","Security","40","[c]","25940","25540"
"Leaver CS","2022","20-29","Unknown","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","1000","[c]","26850","27230"
"Leaver CS","2022","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Operational Delivery","360","[c]","26300","25530"
"Leaver CS","2022","30-39","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Other","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Policy","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","80","[c]","31310","27570"
"Leaver CS","2022","30-39","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Commercial","35","[c]","36060","36780"
"Leaver CS","2022","30-39","Declared non-disabled","Communications","65","[c]","39790","37960"
"Leaver CS","2022","30-39","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Digital, Data and Technology","195","[c]","42220","38690"
"Leaver CS","2022","30-39","Declared non-disabled","Economics","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Finance","50","[c]","41040","35310"
"Leaver CS","2022","30-39","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Human Resources","75","[c]","35630","33330"
"Leaver CS","2022","30-39","Declared non-disabled","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Intelligence Analysis","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Knowledge and Information Management","70","[c]","35560","36330"
"Leaver CS","2022","30-39","Declared non-disabled","Legal","95","[c]","53190","52560"
"Leaver CS","2022","30-39","Declared non-disabled","Medicine","45","[c]","45590","39030"
"Leaver CS","2022","30-39","Declared non-disabled","Operational Delivery","2445","[c]","28500","27570"
"Leaver CS","2022","30-39","Declared non-disabled","Operational Research","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Other","210","[c]","29910","27570"
"Leaver CS","2022","30-39","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Policy","205","[c]","45990","44850"
"Leaver CS","2022","30-39","Declared non-disabled","Project Delivery","105","[c]","40330","38600"
"Leaver CS","2022","30-39","Declared non-disabled","Property","40","[c]","34720","33300"
"Leaver CS","2022","30-39","Declared non-disabled","Psychology","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Science and Engineering","225","[c]","37270","36630"
"Leaver CS","2022","30-39","Declared non-disabled","Security","50","[c]","29450","26710"
"Leaver CS","2022","30-39","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","685","[c]","38190","34180"
"Leaver CS","2022","30-39","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Operational Delivery","175","[c]","28290","26470"
"Leaver CS","2022","30-39","Undeclared","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Policy","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Psychology","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Digital, Data and Technology","125","[c]","42080","39410"
"Leaver CS","2022","30-39","Unknown","Economics","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Finance","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Human Resources","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Knowledge and Information Management","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Medicine","40","[c]","38490","34470"
"Leaver CS","2022","30-39","Unknown","Operational Delivery","985","[c]","30130","26900"
"Leaver CS","2022","30-39","Unknown","Other","135","[c]","32200","30370"
"Leaver CS","2022","30-39","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Policy","125","[c]","43450","39560"
"Leaver CS","2022","30-39","Unknown","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Science and Engineering","40","[c]","38700","33300"
"Leaver CS","2022","30-39","Unknown","Security","35","[c]","31370","28750"
"Leaver CS","2022","30-39","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","635","[c]","37650","29630"
"Leaver CS","2022","30-39","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Operational Delivery","300","[c]","27700","27570"
"Leaver CS","2022","40-49","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Other","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","85","[c]","31880","27570"
"Leaver CS","2022","40-49","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Digital, Data and Technology","150","[c]","48680","43710"
"Leaver CS","2022","40-49","Declared non-disabled","Economics","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Finance","65","[c]","43320","40000"
"Leaver CS","2022","40-49","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Human Resources","65","[c]","40200","38100"
"Leaver CS","2022","40-49","Declared non-disabled","Inspector of Education and Training","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Knowledge and Information Management","65","[c]","39950","36330"
"Leaver CS","2022","40-49","Declared non-disabled","Legal","60","[c]","64970","63730"
"Leaver CS","2022","40-49","Declared non-disabled","Medicine","65","[c]","57180","43980"
"Leaver CS","2022","40-49","Declared non-disabled","Operational Delivery","1790","[c]","30160","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Other","190","[c]","34050","25890"
"Leaver CS","2022","40-49","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Policy","105","[c]","57360","57440"
"Leaver CS","2022","40-49","Declared non-disabled","Project Delivery","80","[c]","48460","40840"
"Leaver CS","2022","40-49","Declared non-disabled","Property","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Science and Engineering","140","[c]","44200","40060"
"Leaver CS","2022","40-49","Declared non-disabled","Security","35","[c]","31140","27140"
"Leaver CS","2022","40-49","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
