"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Land Registry","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","HEO","Female","45","[c]","34210","33840"
"Leaver CS","2022","HM Land Registry","SEO/HEO","HEO","Male","50","[c]","35640","33840"
"Leaver CS","2022","HM Land Registry","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","SEO","Male","30","[c]","42860","42100"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","AA","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","AA","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","AO","Female","1650","[c]","22000","22040"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","AO","Male","975","[c]","21850","22010"
"Leaver CS","2022","HM Revenue and Customs","EO","EO","Female","510","[c]","27440","27000"
"Leaver CS","2022","HM Revenue and Customs","EO","EO","Male","440","[c]","27060","26590"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","G6","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","G6","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","G7","Female","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","G7","Male","140","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","HEO","Female","260","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","HEO","Male","325","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","SEO","Female","130","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","SEO","Male","160","[c]","43560","44670"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","AA","Female","80","[c]","20270","20230"
"Leaver CS","2022","Home Office","AA/AO","AA","Male","40","[c]","20820","22210"
"Leaver CS","2022","Home Office","AA/AO","AO","Female","260","[c]","22550","21680"
"Leaver CS","2022","Home Office","AA/AO","AO","Male","190","[c]","22190","21680"
"Leaver CS","2022","Home Office","EO","EO","Female","380","[c]","27070","26160"
"Leaver CS","2022","Home Office","EO","EO","Male","470","[c]","27800","27370"
"Leaver CS","2022","Home Office","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","G6","Male","40","[c]","70160","68760"
"Leaver CS","2022","Home Office","G6/G7","G7","Female","55","[c]","57140","57460"
"Leaver CS","2022","Home Office","G6/G7","G7","Male","65","[c]","58410","57460"
"Leaver CS","2022","Home Office","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","HEO","Female","135","[c]","34430","35050"
"Leaver CS","2022","Home Office","SEO/HEO","HEO","Male","140","[c]","34380","35050"
"Leaver CS","2022","Home Office","SEO/HEO","SEO","Female","75","[c]","41800","41950"
"Leaver CS","2022","Home Office","SEO/HEO","SEO","Male","95","[c]","42320","41970"
"Leaver CS","2022","Home Office","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","AA","Female","180","[c]","19460","19780"
"Leaver CS","2022","Ministry of Defence","AA/AO","AA","Male","375","[c]","19830","19550"
"Leaver CS","2022","Ministry of Defence","AA/AO","AO","Female","515","[c]","22450","21380"
"Leaver CS","2022","Ministry of Defence","AA/AO","AO","Male","600","[c]","27060","22750"
"Leaver CS","2022","Ministry of Defence","EO","EO","Female","380","[c]","25920","26670"
"Leaver CS","2022","Ministry of Defence","EO","EO","Male","605","[c]","26820","26670"
"Leaver CS","2022","Ministry of Defence","G6/G7","G6","Female","40","[c]","71410","67460"
"Leaver CS","2022","Ministry of Defence","G6/G7","G6","Male","70","[c]","71490","68500"
"Leaver CS","2022","Ministry of Defence","G6/G7","G7","Female","80","[c]","54290","54540"
"Leaver CS","2022","Ministry of Defence","G6/G7","G7","Male","190","[c]","55450","54540"
"Leaver CS","2022","Ministry of Defence","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS level","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","HEO","Female","345","[c]","34020","33300"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","HEO","Male","615","[c]","33930","33300"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","SEO","Female","195","[c]","41830","40680"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","SEO","Male","430","[c]","42580","41000"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","Female","60","[c]","34180","32260"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","Male","330","[c]","37290","33980"
"Leaver CS","2022","Ministry of Justice","AA/AO","AA","Female","745","[c]","18780","19060"
"Leaver CS","2022","Ministry of Justice","AA/AO","AA","Male","685","[c]","18760","18200"
"Leaver CS","2022","Ministry of Justice","AA/AO","AO","Female","2250","[c]","21060","20970"
"Leaver CS","2022","Ministry of Justice","AA/AO","AO","Male","2570","[c]","21370","20970"
"Leaver CS","2022","Ministry of Justice","EO","EO","Female","375","[c]","25430","25120"
"Leaver CS","2022","Ministry of Justice","EO","EO","Male","400","[c]","25700","25120"
"Leaver CS","2022","Ministry of Justice","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","G7","Female","65","[c]","57040","55490"
"Leaver CS","2022","Ministry of Justice","G6/G7","G7","Male","70","[c]","58270","57170"
"Leaver CS","2022","Ministry of Justice","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","HEO","Female","210","[c]","31660","30850"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","HEO","Male","175","[c]","32540","32490"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","SEO","Female","185","[c]","41700","41750"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","SEO","Male","160","[c]","41930","41750"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","Female","1355","[c]","35340","31420"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","Male","445","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","EO","Female","55","[c]","32710","32280"
"Leaver CS","2022","National Crime Agency","EO","EO","Male","75","[c]","34640","36410"
"Leaver CS","2022","National Crime Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","HEO","Male","50","[c]","43080","43710"
"Leaver CS","2022","National Crime Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","SEO","Male","35","[c]","48990","48900"
"Leaver CS","2022","Northern Ireland Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","35","[c]","72270","75500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","55","[c]","47980","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Male","30","[c]","56970","54320"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
