"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Commercial","G7","110","105","52610","51280"
"In post","2022","Project Delivery","Commercial","HEO","250","240","30660","30420"
"In post","2022","Project Delivery","Commercial","SCS level","10","10","97590","95170"
"In post","2022","Project Delivery","Commercial","SEO","245","235","39900","40010"
"In post","2022","Project Delivery","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","HEO","10","10","34240","32210"
"In post","2022","Project Delivery","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","SEO","15","15","38260","37610"
"In post","2022","Project Delivery","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","G6","10","10","74830","78730"
"In post","2022","Project Delivery","Digital, Data and Technology","G7","70","70","51990","47660"
"In post","2022","Project Delivery","Digital, Data and Technology","HEO","25","25","31040","30220"
"In post","2022","Project Delivery","Digital, Data and Technology","SEO","50","50","40430","38250"
"In post","2022","Project Delivery","Economics","G6","25","25","67120","66680"
"In post","2022","Project Delivery","Economics","G7","50","50","54870","55060"
"In post","2022","Project Delivery","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","SEO","15","15","31180","30600"
"In post","2022","Project Delivery","Finance","EO","30","30","24880","24120"
"In post","2022","Project Delivery","Finance","G6","25","25","70160","68160"
"In post","2022","Project Delivery","Finance","G7","60","60","55910","56600"
"In post","2022","Project Delivery","Finance","HEO","65","60","32540","31700"
"In post","2022","Project Delivery","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Finance","SEO","40","35","44010","43700"
"In post","2022","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","G6","65","60","75110","75480"
"In post","2022","Project Delivery","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","G7","25","25","52360","52560"
"In post","2022","Project Delivery","Knowledge and Information Management","HEO","25","20","30900","30000"
"In post","2022","Project Delivery","Knowledge and Information Management","SEO","30","30","39860","38500"
"In post","2022","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6","20","15","66070","66150"
"In post","2022","Project Delivery","Medicine","G7","25","25","58040","55060"
"In post","2022","Project Delivery","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AO","145","135","21760","21300"
"In post","2022","Project Delivery","Operational Delivery","EO","310","290","26470","26820"
"In post","2022","Project Delivery","Operational Delivery","G6","85","80","66630","67370"
"In post","2022","Project Delivery","Operational Delivery","G7","270","265","51680","49860"
"In post","2022","Project Delivery","Operational Delivery","HEO","420","400","33050","33150"
"In post","2022","Project Delivery","Operational Delivery","SCS level","15","15","83330","75340"
"In post","2022","Project Delivery","Operational Delivery","SEO","290","280","40410","40180"
"In post","2022","Project Delivery","Operational Delivery","Unknown","320","305","33300","32710"
"In post","2022","Project Delivery","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","EO","1010","950","21790","21030"
"In post","2022","Project Delivery","Other","G6","205","200","67640","66750"
"In post","2022","Project Delivery","Other","G7","355","345","50660","51500"
"In post","2022","Project Delivery","Other","HEO","970","915","28960","28720"
"In post","2022","Project Delivery","Other","SCS level","90","90","92350","79720"
"In post","2022","Project Delivery","Other","SEO","755","740","38180","38250"
"In post","2022","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","AO","10","10","24970","26400"
"In post","2022","Project Delivery","Policy","EO","80","75","29170","28920"
"In post","2022","Project Delivery","Policy","G6","475","455","69440","69720"
"In post","2022","Project Delivery","Policy","G7","875","850","56040","55210"
"In post","2022","Project Delivery","Policy","HEO","285","270","35570","35980"
"In post","2022","Project Delivery","Policy","SCS level","70","65","85850","79930"
"In post","2022","Project Delivery","Policy","SEO","360","340","41620","40950"
"In post","2022","Project Delivery","Policy","Unknown","10","10","75240","47410"
"In post","2022","Project Delivery","Project Delivery","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AO","440","370","22090","21260"
"In post","2022","Project Delivery","Project Delivery","EO","1125","1060","26810","26700"
"In post","2022","Project Delivery","Project Delivery","G6","995","975","67250","66900"
"In post","2022","Project Delivery","Project Delivery","G7","2750","2680","53830","54540"
"In post","2022","Project Delivery","Project Delivery","HEO","2965","2840","33070","33300"
"In post","2022","Project Delivery","Project Delivery","SCS level","325","315","90450","84890"
"In post","2022","Project Delivery","Project Delivery","SEO","3860","3710","40670","40520"
"In post","2022","Project Delivery","Project Delivery","Unknown","500","485","45020","41540"
"In post","2022","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6","5","5","[c]","[c]"
"In post","2022","Project Delivery","Property","G7","15","15","53040","54110"
"In post","2022","Project Delivery","Property","HEO","20","20","31070","30730"
"In post","2022","Project Delivery","Property","SEO","15","15","38720","39470"
"In post","2022","Project Delivery","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","EO","545","540","23840","25750"
"In post","2022","Project Delivery","Science and Engineering","G6","75","75","68830","67230"
"In post","2022","Project Delivery","Science and Engineering","G7","345","335","54300","55060"
"In post","2022","Project Delivery","Science and Engineering","HEO","775","760","32540","32720"
"In post","2022","Project Delivery","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SEO","990","960","42440","42210"
"In post","2022","Project Delivery","Science and Engineering","Unknown","780","770","41310","39860"
"In post","2022","Project Delivery","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6","10","10","62880","63000"
"In post","2022","Project Delivery","Security","G7","15","15","51290","53000"
"In post","2022","Project Delivery","Security","HEO","10","10","31500","31130"
"In post","2022","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO","10","10","39790","41000"
"In post","2022","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G7","30","25","53470","53710"
"In post","2022","Project Delivery","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AO","15","15","21300","21250"
"In post","2022","Project Delivery","Tax","EO","175","155","28910","28920"
"In post","2022","Project Delivery","Tax","G6","15","15","68750","67910"
"In post","2022","Project Delivery","Tax","G7","30","30","57320","55210"
"In post","2022","Project Delivery","Tax","HEO","345","320","34720","33370"
"In post","2022","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO","65","60","41460","40520"
"In post","2022","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","35","35","27140","27500"
"In post","2022","Project Delivery","Unknown","G6","40","40","67380","65940"
"In post","2022","Project Delivery","Unknown","G7","80","80","56690","55210"
"In post","2022","Project Delivery","Unknown","HEO","90","90","34250","33370"
"In post","2022","Project Delivery","Unknown","SCS level","65","65","112060","115000"
"In post","2022","Project Delivery","Unknown","SEO","45","45","41170","40520"
"In post","2022","Property","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","EO","10","10","[c]","[c]"
"In post","2022","Property","Finance","G6","5","5","[c]","[c]"
"In post","2022","Property","Finance","G7","15","15","55640","54700"
"In post","2022","Property","Finance","HEO","10","10","33930","34260"
"In post","2022","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO","25","25","40760","40290"
