"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for International Trade","Department for International Trade","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","AA","15","[c]","18200","18200"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","[c]","25780","26870"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","EO","20","[c]","28640","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","G6","15","[c]","65830","65060"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","G7","40","[c]","54090","53130"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","SCS level","10","[c]","89020","82990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","30","[c]","33290","33210"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","30","[c]","40350","39600"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AO","10","[c]","24450","25730"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","EO","EO","35","[c]","29230","30270"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G6","25","[c]","68740","66230"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G7","45","[c]","56990","54760"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","SCS level","SCS level","10","[c]","81820","76160"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","HEO","55","[c]","34760","34710"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","SEO","50","[c]","43380","42890"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AA","15","[c]","20630","20480"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AO","3350","[c]","21420","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","EO","4480","[c]","28230","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G6","65","[c]","67960","68000"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G7","150","[c]","54710","54070"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","SCS level","20","[c]","86860","80720"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","HEO","370","[c]","34080","34290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","SEO","210","[c]","39640","39490"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","EO","105","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G6","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G7","120","[c]","52700","53360"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","HEO","135","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","SEO","100","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AA","105","[c]","18410","18310"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AO","220","[c]","21800","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","EO","EO","35","[c]","26470","26470"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G7","10","[c]","53420","50110"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","HEO","20","[c]","32740","32180"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","SEO","25","[c]","41950","41090"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AO","95","[c]","24470","21840"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","EO","EO","280","[c]","27440","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","HEO","50","[c]","33070","32680"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","SEO","25","[c]","43180","42520"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","EO","EO","15","[c]","26110","25000"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","G6/G7","G7","25","[c]","52440","51140"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","SEO","15","[c]","38050","36780"
"Leaver CS","2022","Education Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","G6/G7","G6","20","[c]","73840","75340"
"Leaver CS","2022","Education Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","EO","EO","15","[c]","28320","26590"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","G7","15","[c]","58890","58620"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","15","[c]","34190","33390"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","15","[c]","45310","45330"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","EO","EO","30","[c]","26840","26750"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","HEO","20","[c]","31640","30810"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","SEO","15","[c]","39600","37910"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AO","40","[c]","23130","21620"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","40","[c]","69610","70460"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","60","[c]","53000","53000"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","30","[c]","88690","81300"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","75","[c]","35420","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","35","[c]","39210","39190"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","AA/AO","AO","65","[c]","25940","25940"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","EO","EO","30","[c]","32080","31060"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","HEO","10","[c]","38960","39520"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
