"Status","Year","Function_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Grants Management","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Male","Unknown","50","[c]","23290","21300"
"Leaver CS","2022","Grants Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Heterosexual / straight","125","[c]","43870","39840"
"Leaver CS","2022","Human Resources","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Heterosexual / straight","45","[c]","44310","36490"
"Leaver CS","2022","Human Resources","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Heterosexual / straight","210","[c]","32120","27570"
"Leaver CS","2022","Human Resources","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","Unknown","40","[c]","27520","24880"
"Leaver CS","2022","Human Resources","Outside London","Male","Heterosexual / straight","80","[c]","33320","27570"
"Leaver CS","2022","Human Resources","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Female","Heterosexual / straight","160","[c]","46490","50880"
"Leaver CS","2022","Legal","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Female","Unknown","30","[c]","60500","58220"
"Leaver CS","2022","Legal","London","Male","Heterosexual / straight","85","[c]","51240","51830"
"Leaver CS","2022","Legal","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Female","Heterosexual / straight","160","[c]","39550","38000"
"Leaver CS","2022","Legal","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Female","Unknown","55","[c]","43690","40000"
"Leaver CS","2022","Legal","Outside London","Male","Heterosexual / straight","95","[c]","45250","48830"
"Leaver CS","2022","Legal","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Male","Unknown","40","[c]","45190","48110"
"Leaver CS","2022","Legal","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Female","Heterosexual / straight","1920","[c]","38650","31660"
"Leaver CS","2022","No function","London","Female","LGBO","175","[c]","36090","31060"
"Leaver CS","2022","No function","London","Female","Undeclared","350","[c]","38150","32310"
"Leaver CS","2022","No function","London","Female","Unknown","810","[c]","37930","31060"
"Leaver CS","2022","No function","London","Male","Heterosexual / straight","1255","[c]","41750","33570"
"Leaver CS","2022","No function","London","Male","LGBO","155","[c]","39230","31700"
"Leaver CS","2022","No function","London","Male","Undeclared","235","[c]","42620","37890"
"Leaver CS","2022","No function","London","Male","Unknown","630","[c]","40970","32790"
"Leaver CS","2022","No function","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Outside London","Female","Heterosexual / straight","6580","[c]","28780","27570"
"Leaver CS","2022","No function","Outside London","Female","LGBO","550","[c]","27450","24650"
"Leaver CS","2022","No function","Outside London","Female","Undeclared","745","[c]","28860","26130"
"Leaver CS","2022","No function","Outside London","Female","Unknown","2255","[c]","26780","23460"
"Leaver CS","2022","No function","Outside London","Male","Heterosexual / straight","5130","[c]","29740","27570"
"Leaver CS","2022","No function","Outside London","Male","LGBO","410","[c]","28020","27080"
"Leaver CS","2022","No function","Outside London","Male","Undeclared","575","[c]","31250","27570"
"Leaver CS","2022","No function","Outside London","Male","Unknown","1990","[c]","29230","26470"
"Leaver CS","2022","No function","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Female","Heterosexual / straight","165","[c]","23280","21840"
"Leaver CS","2022","No function","Unknown","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Female","Undeclared","75","[c]","21180","21590"
"Leaver CS","2022","No function","Unknown","Female","Unknown","200","[c]","23790","21840"
"Leaver CS","2022","No function","Unknown","Male","Heterosexual / straight","90","[c]","27720","21840"
"Leaver CS","2022","No function","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Male","Unknown","85","[c]","24300","21720"
"Leaver CS","2022","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Heterosexual / straight","60","[c]","50660","45200"
"Leaver CS","2022","Project Delivery","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Heterosexual / straight","60","[c]","59500","57120"
"Leaver CS","2022","Project Delivery","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Heterosexual / straight","250","[c]","34530","32010"
"Leaver CS","2022","Project Delivery","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Female","Unknown","70","[c]","36530","33610"
"Leaver CS","2022","Project Delivery","Outside London","Male","Heterosexual / straight","500","[c]","37420","35630"
"Leaver CS","2022","Project Delivery","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Male","Undeclared","85","[c]","39580","38130"
"Leaver CS","2022","Project Delivery","Outside London","Male","Unknown","110","[c]","34680","33000"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Heterosexual / straight","145","[c]","29490","22770"
"Leaver CS","2022","Property","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","Female","Unknown","65","[c]","24150","22010"
