"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Tax","EO","Unknown","1320","1280","27110","26820"
"In post","2022","Unknown","Tax","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Tax","G6","Unknown","50","50","70270","67910"
"In post","2022","Unknown","Tax","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Tax","G7","Unknown","195","190","56420","55210"
"In post","2022","Unknown","Tax","HEO","Heterosexual / straight","40","35","34560","33370"
"In post","2022","Unknown","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Tax","HEO","Unknown","1150","1120","34090","33370"
"In post","2022","Unknown","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Tax","SEO","Unknown","205","200","41170","40520"
"In post","2022","Unknown","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","Unknown","565","530","22080","22140"
"In post","2022","Unknown","Unknown","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","AO","Unknown","865","815","23160","21260"
"In post","2022","Unknown","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Unknown","1315","1275","27650","27230"
"In post","2022","Unknown","Unknown","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","G6","Unknown","620","610","73610","71910"
"In post","2022","Unknown","Unknown","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","G7","Unknown","1565","1540","58320","55460"
"In post","2022","Unknown","Unknown","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","HEO","Unknown","3050","3015","31610","31810"
"In post","2022","Unknown","Unknown","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Unknown","330","325","104680","96640"
"In post","2022","Unknown","Unknown","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO","Unknown","855","835","42430","40600"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","White","Commercial","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","AO","Heterosexual / straight","135","125","22150","21300"
"In post","2022","White","Commercial","AO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Commercial","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Commercial","AO","Unknown","20","20","[c]","[c]"
"In post","2022","White","Commercial","EO","Heterosexual / straight","515","485","26170","26350"
"In post","2022","White","Commercial","EO","LGBO","40","40","26300","26670"
"In post","2022","White","Commercial","EO","Undeclared","50","50","27350","26780"
"In post","2022","White","Commercial","EO","Unknown","40","40","26910","27570"
"In post","2022","White","Commercial","G6","Heterosexual / straight","260","255","68050","67000"
"In post","2022","White","Commercial","G6","LGBO","10","10","[c]","[c]"
"In post","2022","White","Commercial","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","White","Commercial","G6","Unknown","15","15","[c]","[c]"
"In post","2022","White","Commercial","G7","Heterosexual / straight","545","525","53230","51980"
"In post","2022","White","Commercial","G7","LGBO","30","30","54180","53490"
"In post","2022","White","Commercial","G7","Undeclared","40","35","52970","53360"
"In post","2022","White","Commercial","G7","Unknown","30","30","53560","51670"
"In post","2022","White","Commercial","HEO","Heterosexual / straight","970","930","32400","32640"
"In post","2022","White","Commercial","HEO","LGBO","60","60","31730","31990"
"In post","2022","White","Commercial","HEO","Undeclared","65","60","32970","33290"
"In post","2022","White","Commercial","HEO","Unknown","65","60","33300","33080"
"In post","2022","White","Commercial","SCS level","Heterosexual / straight","75","75","86650","79450"
"In post","2022","White","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","SEO","Heterosexual / straight","1175","1135","40870","40580"
"In post","2022","White","Commercial","SEO","LGBO","65","65","40820","40000"
"In post","2022","White","Commercial","SEO","Undeclared","100","95","40840","40650"
"In post","2022","White","Commercial","SEO","Unknown","70","70","40640","40300"
"In post","2022","White","Commercial","Unknown","Heterosexual / straight","140","140","40230","39430"
"In post","2022","White","Commercial","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","AO","Heterosexual / straight","115","110","22270","21410"
"In post","2022","White","Communications","AO","LGBO","10","10","[c]","[c]"
"In post","2022","White","Communications","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","White","Communications","AO","Unknown","5","5","[c]","[c]"
"In post","2022","White","Communications","EO","Heterosexual / straight","310","295","27660","26970"
"In post","2022","White","Communications","EO","LGBO","25","25","[c]","[c]"
"In post","2022","White","Communications","EO","Undeclared","30","25","[c]","[c]"
"In post","2022","White","Communications","EO","Unknown","15","15","[c]","[c]"
"In post","2022","White","Communications","G6","Heterosexual / straight","190","180","67490","66280"
"In post","2022","White","Communications","G6","LGBO","15","15","[c]","[c]"
"In post","2022","White","Communications","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","White","Communications","G6","Unknown","10","10","[c]","[c]"
"In post","2022","White","Communications","G7","Heterosexual / straight","450","430","54950","54650"
"In post","2022","White","Communications","G7","LGBO","40","40","54510","53590"
"In post","2022","White","Communications","G7","Undeclared","30","30","54020","54280"
"In post","2022","White","Communications","G7","Unknown","25","25","[c]","[c]"
"In post","2022","White","Communications","HEO","Heterosexual / straight","600","580","34250","33300"
"In post","2022","White","Communications","HEO","LGBO","65","65","33670","33040"
"In post","2022","White","Communications","HEO","Undeclared","55","55","35000","34150"
"In post","2022","White","Communications","HEO","Unknown","45","40","32560","31300"
"In post","2022","White","Communications","SCS level","Heterosexual / straight","70","65","87830","80910"
"In post","2022","White","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","White","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","SEO","Heterosexual / straight","600","580","41480","40790"
"In post","2022","White","Communications","SEO","LGBO","65","60","42430","41990"
"In post","2022","White","Communications","SEO","Undeclared","40","35","42510","42210"
"In post","2022","White","Communications","SEO","Unknown","40","35","41630","40520"
"In post","2022","White","Communications","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","G7","Unknown","15","15","[c]","[c]"
"In post","2022","White","Corporate Finance","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","White","Corporate Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","White","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Corporate Finance","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","AO","Heterosexual / straight","660","575","21950","21260"
"In post","2022","White","Counter Fraud","AO","LGBO","35","35","22140","21260"
"In post","2022","White","Counter Fraud","AO","Undeclared","95","80","21890","21260"
"In post","2022","White","Counter Fraud","AO","Unknown","145","115","22050","21260"
"In post","2022","White","Counter Fraud","EO","Heterosexual / straight","1930","1735","27790","27570"
"In post","2022","White","Counter Fraud","EO","LGBO","105","100","28070","27570"
"In post","2022","White","Counter Fraud","EO","Undeclared","200","175","27750","27570"
"In post","2022","White","Counter Fraud","EO","Unknown","415","350","28070","27570"
"In post","2022","White","Counter Fraud","G6","Heterosexual / straight","30","30","69480","67750"
"In post","2022","White","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G7","Heterosexual / straight","65","65","54730","53720"
"In post","2022","White","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","G7","Undeclared","5","5","[c]","[c]"
