"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Legal","Other","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Legal","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Other","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Legal","Policy","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Legal","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Tax","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","Tax","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Legal","Tax","SEO/HEO","50","45","36800","35980"
"In post","2022","Unknown","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Commercial","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Commercial","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Communications","EO","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Communications","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Communications","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Unknown","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Economics","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Economics","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Geography","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","No function","Geography","EO","45","45","27500","26740"
"In post","2022","Unknown","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Geography","SEO/HEO","55","50","35820","33290"
"In post","2022","Unknown","No function","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Inspector of Education and Training","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Inspector of Education and Training","SEO/HEO","50","45","51260","51360"
"In post","2022","Unknown","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","International Trade","EO","40","40","27060","26250"
"In post","2022","Unknown","No function","International Trade","G6/G7","230","230","55240","51970"
"In post","2022","Unknown","No function","International Trade","SCS level","35","35","83090","76170"
"In post","2022","Unknown","No function","International Trade","SEO/HEO","280","280","36380","38160"
"In post","2022","Unknown","No function","Knowledge and Information Management","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Knowledge and Information Management","EO","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Knowledge and Information Management","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Knowledge and Information Management","SEO/HEO","45","40","35160","33290"
"In post","2022","Unknown","No function","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Legal","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Legal","SEO/HEO","155","150","33670","34260"
"In post","2022","Unknown","No function","Medicine","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Medicine","G6/G7","65","60","66340","66560"
"In post","2022","Unknown","No function","Medicine","SCS level","140","125","114660","114000"
"In post","2022","Unknown","No function","Medicine","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","No function","Operational Delivery","AA/AO","14980","13730","22950","21840"
"In post","2022","Unknown","No function","Operational Delivery","EO","8680","8270","30110","28920"
"In post","2022","Unknown","No function","Operational Delivery","G6/G7","1335","1300","58690","55740"
"In post","2022","Unknown","No function","Operational Delivery","SCS level","180","175","97240","90970"
"In post","2022","Unknown","No function","Operational Delivery","SEO/HEO","4625","4430","38140","37570"
"In post","2022","Unknown","No function","Operational Delivery","Unknown","3395","3060","27660","25760"
"In post","2022","Unknown","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Operational Research","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Other","AA/AO","240","215","22800","21640"
"In post","2022","Unknown","No function","Other","EO","250","240","29740","27570"
"In post","2022","Unknown","No function","Other","G6/G7","145","145","58080","54470"
"In post","2022","Unknown","No function","Other","SCS level","30","30","92130","88000"
"In post","2022","Unknown","No function","Other","SEO/HEO","225","200","39420","40290"
"In post","2022","Unknown","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Planning","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Planning","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Planning Inspectors","G6/G7","70","65","56070","58810"
"In post","2022","Unknown","No function","Policy","AA/AO","70","70","22640","21840"
"In post","2022","Unknown","No function","Policy","EO","425","420","26980","27270"
"In post","2022","Unknown","No function","Policy","G6/G7","1360","1330","56810","54240"
"In post","2022","Unknown","No function","Policy","SCS level","190","190","86760","77610"
"In post","2022","Unknown","No function","Policy","SEO/HEO","1915","1880","35940","35060"
"In post","2022","Unknown","No function","Policy","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","No function","Project Delivery","EO","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Project Delivery","G6/G7","30","30","[c]","[c]"
"In post","2022","Unknown","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Project Delivery","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Unknown","No function","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Psychology","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","No function","Psychology","EO","60","55","30310","31700"
"In post","2022","Unknown","No function","Psychology","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","No function","Psychology","SEO/HEO","60","60","34330","30460"
"In post","2022","Unknown","No function","Science and Engineering","AA/AO","50","45","22290","22310"
"In post","2022","Unknown","No function","Science and Engineering","EO","100","90","27660","27900"
"In post","2022","Unknown","No function","Science and Engineering","G6/G7","355","335","58910","55130"
"In post","2022","Unknown","No function","Science and Engineering","SCS level","20","15","[c]","[c]"
"In post","2022","Unknown","No function","Science and Engineering","SEO/HEO","460","430","38970","40450"
"In post","2022","Unknown","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Tax","AA/AO","1195","1110","21290","21250"
"In post","2022","Unknown","No function","Tax","EO","670","640","27470","26820"
"In post","2022","Unknown","No function","Tax","G6/G7","295","285","59180","55210"
"In post","2022","Unknown","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Tax","SEO/HEO","1325","1280","35720","33370"
"In post","2022","Unknown","No function","Unknown","AA/AO","420","385","21780","21250"
"In post","2022","Unknown","No function","Unknown","EO","320","315","27270","26820"
"In post","2022","Unknown","No function","Unknown","G6/G7","365","365","60500","58600"
"In post","2022","Unknown","No function","Unknown","SCS level","90","90","92670","80200"
"In post","2022","Unknown","No function","Unknown","SEO/HEO","2285","2275","31360","29250"
"In post","2022","Unknown","No function","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Veterinarian","SEO/HEO","30","25","39540","37240"
"In post","2022","Unknown","Project Delivery","Commercial","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Commercial","G6/G7","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Commercial","SEO/HEO","55","50","35040","34190"
"In post","2022","Unknown","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Economics","G6/G7","30","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Finance","G6/G7","15","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Medicine","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Operational Delivery","AA/AO","35","30","22510","22080"
"In post","2022","Unknown","Project Delivery","Operational Delivery","EO","45","40","27250","26820"
"In post","2022","Unknown","Project Delivery","Operational Delivery","G6/G7","30","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Operational Delivery","SEO/HEO","90","85","36410","36500"
"In post","2022","Unknown","Project Delivery","Operational Delivery","Unknown","35","35","33060","32710"
"In post","2022","Unknown","Project Delivery","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other","EO","150","140","21060","20500"
"In post","2022","Unknown","Project Delivery","Other","G6/G7","90","90","58170","56110"
"In post","2022","Unknown","Project Delivery","Other","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other","SEO/HEO","150","145","33820","34000"
"In post","2022","Unknown","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Policy","EO","25","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Policy","G6/G7","370","360","59020","58030"
"In post","2022","Unknown","Project Delivery","Policy","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Policy","SEO/HEO","170","160","38800","38600"
"In post","2022","Unknown","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Project Delivery","AA/AO","30","30","22500","22600"
"In post","2022","Unknown","Project Delivery","Project Delivery","EO","145","140","26990","26820"
"In post","2022","Unknown","Project Delivery","Project Delivery","G6/G7","540","530","57920","55210"
"In post","2022","Unknown","Project Delivery","Project Delivery","SCS level","35","35","96730","95000"
"In post","2022","Unknown","Project Delivery","Project Delivery","SEO/HEO","900","865","37930","38600"
