"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","60-64","Operational Delivery","Unknown","15","[c]","27560","24800"
"New entrant CS","2022","60-64","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","London","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","Outside London","50","[c]","25880","21260"
"New entrant CS","2022","60-64","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Policy","London","15","[c]","55640","52290"
"New entrant CS","2022","60-64","Policy","Outside London","15","[c]","37230","30340"
"New entrant CS","2022","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Outside London","25","[c]","38950","38500"
"New entrant CS","2022","60-64","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","Outside London","30","[c]","34010","31870"
"New entrant CS","2022","60-64","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Science and Engineering","Outside London","40","[c]","38600","36820"
"New entrant CS","2022","60-64","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tax","Outside London","25","[c]","26710","21250"
"New entrant CS","2022","60-64","Unknown","London","20","[c]","39030","32000"
"New entrant CS","2022","60-64","Unknown","Outside London","130","[c]","31380","27230"
"New entrant CS","2022","60-64","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Medicine","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Operational Delivery","London","65","[c]","37970","35270"
"New entrant CS","2022","65+","Operational Delivery","Outside London","370","[c]","28040","26310"
"New entrant CS","2022","65+","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other","Outside London","10","[c]","27960","23810"
"New entrant CS","2022","65+","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Project Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Science and Engineering","Outside London","10","[c]","41920","37830"
"New entrant CS","2022","65+","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tax","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Outside London","25","[c]","27690","25890"
"New entrant CS","2022","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
