"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Internal Audit","HM Land Registry","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","London","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","Outside London","Heterosexual / straight","40","35","46360","42940"
"In post","2022","Internal Audit","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Treasury","London","Heterosexual / straight","120","115","52210","51820"
"In post","2022","Internal Audit","HM Treasury","London","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","HM Treasury","London","Undeclared","20","15","[c]","[c]"
"In post","2022","Internal Audit","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Treasury","Outside London","Heterosexual / straight","185","175","46940","44900"
"In post","2022","Internal Audit","HM Treasury","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","HM Treasury","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Outside London","Heterosexual / straight","95","90","37150","33630"
"In post","2022","Internal Audit","Ministry of Defence","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","Outside London","Heterosexual / straight","35","35","47730","49300"
"In post","2022","Internal Audit","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Government","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Internal Audit","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Government","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Departments","London","Heterosexual / straight","2720","2555","49900","51250"
"In post","2022","Legal","Attorney General's Departments","London","LGBO","225","215","50740","51250"
"In post","2022","Legal","Attorney General's Departments","London","Undeclared","230","215","52600","53050"
"In post","2022","Legal","Attorney General's Departments","London","Unknown","825","750","54020","58590"
"In post","2022","Legal","Attorney General's Departments","Outside London","Heterosexual / straight","3505","3265","40460","38000"
"In post","2022","Legal","Attorney General's Departments","Outside London","LGBO","180","175","37190","28430"
"In post","2022","Legal","Attorney General's Departments","Outside London","Undeclared","145","135","38520","32480"
"In post","2022","Legal","Attorney General's Departments","Outside London","Unknown","1070","955","44050","49580"
"In post","2022","Legal","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office","London","Heterosexual / straight","35","35","79220","79760"
"In post","2022","Legal","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Cabinet Office","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Cabinet Office","London","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","Charity Commission","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","London","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Charity Commission","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","London","Heterosexual / straight","125","120","67780","71370"
"In post","2022","Legal","Competition and Markets Authority","London","LGBO","10","10","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","London","Unknown","5","5","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","London","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","60","55","45550","41760"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Legal","Department for Education","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Legal","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Outside London","Heterosexual / straight","45","40","54000","61010"
"In post","2022","Legal","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Education","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Transport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Outside London","Heterosexual / straight","55","50","37380","27570"
"In post","2022","Legal","Department for Work and Pensions","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Legal","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
