"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Outside London","20","20","51640","47490"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Outside London","35","30","46000","46100"
"In post","2022","Legal","Scottish Prison Service","Outside London","10","10","35330","35000"
"In post","2022","Legal","Serious Fraud Office","London","60","55","58930","55170"
"In post","2022","Legal","The Insolvency Service","London","35","35","50980","53390"
"In post","2022","Legal","The Insolvency Service","Outside London","25","25","46830","43020"
"In post","2022","Legal","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","London","30","30","67510","75000"
"In post","2022","Legal","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","London","35","35","39460","33420"
"In post","2022","Legal","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Legal","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","London","85","85","38650","38670"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","720","660","30140","30950"
"In post","2022","No function","Animal and Plant Health Agency","London","105","100","35420","31800"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","2575","2440","30370","26520"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","25","25","29460","25520"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","3195","3170","42930","34550"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","530","525","33850","29250"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","280","280","33310","29250"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","15","15","34570","29270"
"In post","2022","No function","Charity Commission","London","50","50","40520","37910"
"In post","2022","No function","Charity Commission","Outside London","260","245","29670","29160"
"In post","2022","No function","Companies House","London","5","5","[c]","[c]"
"In post","2022","No function","Companies House","Outside London","535","490","27030","22740"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","320","295","27550","25120"
"In post","2022","No function","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","London","25","25","59580","60000"
"In post","2022","No function","Crown Commercial Service","Outside London","180","175","39240","38330"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","1490","1390","28000","23230"
"In post","2022","No function","Defence Electronics and Components Agency","Outside London","360","345","28480","28810"
"In post","2022","No function","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Outside London","110","100","37620","33950"
"In post","2022","No function","Defence Equipment and Support","Overseas","5","5","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","2740","2655","41120","38320"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","4455","4360","50010","53380"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","670","655","43150","36740"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","1420","1395","47400","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","165","165","40170","34020"
"In post","2022","No function","Department for Education (excl. agencies)","London","1375","1315","50980","53420"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","1930","1845","40840","36760"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","2385","2315","44570","39080"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","1720","1655","39250","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","London","1675","1660","46700","40050"
"In post","2022","No function","Department for International Trade","Outside London","165","160","42560","40280"
"In post","2022","No function","Department for International Trade","Overseas","175","175","55380","53470"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","1610","1580","48600","53130"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","825","800","39160","36340"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","London","1705","1655","49220","44030"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","405","385","46330","38650"
"In post","2022","No function","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","6930","6485","31610","31060"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","63400","56290","25930","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","410","380","29070","27570"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","1180","1135","50550","53360"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Outside London","700","670","47060","49530"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","10","10","43580","49530"
"In post","2022","No function","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Driver and Vehicle Licensing Agency","Outside London","4730","4080","22890","21840"
"In post","2022","No function","Driver and Vehicle Standards Agency","London","350","335","31950","30780"
"In post","2022","No function","Driver and Vehicle Standards Agency","Outside London","3750","3510","28140","26780"
"In post","2022","No function","Education and Skills Funding Agency","London","230","220","49390","53420"
"In post","2022","No function","Education and Skills Funding Agency","Outside London","860","830","40670","36780"
"In post","2022","No function","Education and Skills Funding Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","No function","Food Standards Agency","London","155","155","43830","40350"
"In post","2022","No function","Food Standards Agency","Outside London","905","880","34610","30350"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","1940","1905","47860","39770"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","225","220","30410","26050"
"In post","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","1430","1425","51820","52630"
"In post","2022","No function","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","London","5","5","[c]","[c]"
"In post","2022","No function","Government Internal Audit Agency","Outside London","5","5","[c]","[c]"
"In post","2022","No function","Health and Safety Executive","London","145","140","47860","44610"
"In post","2022","No function","Health and Safety Executive","Outside London","2095","1980","42740","40020"
"In post","2022","No function","HM Courts and Tribunals Service","London","3850","3625","29820","24310"
"In post","2022","No function","HM Courts and Tribunals Service","Outside London","11425","10160","24750","20970"
"In post","2022","No function","HM Courts and Tribunals Service","Unknown","20","20","21980","20970"
"In post","2022","No function","HM Land Registry","London","225","210","35190","30600"
"In post","2022","No function","HM Land Registry","Outside London","4995","4485","28370","27130"
"In post","2022","No function","HM Prison and Probation Service","London","7150","6885","35270","33490"
"In post","2022","No function","HM Prison and Probation Service","Outside London","53440","50180","29460","27470"
"In post","2022","No function","HM Prison and Probation Service","Unknown","80","65","28930","24800"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","London","3080","2950","43520","37930"
"In post","2022","No function","HM Revenue and Customs (excl. agencies)","Outside London","30735","28000","29340","26590"
"In post","2022","No function","HM Treasury (excl. agencies)","London","1675","1645","48180","52500"
