"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","HEO","150","150","32760","31850"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Licensing Agency","SEO","155","155","42620","41090"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","AO","220","205","24740","21840"
"In post","2022","40-49","Driver and Vehicle Standards Agency","EO","595","575","28150","26780"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G6","10","10","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","G7","45","40","52200","49940"
"In post","2022","40-49","Driver and Vehicle Standards Agency","HEO","215","215","32440","31860"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Driver and Vehicle Standards Agency","SEO","100","95","40690","39470"
"In post","2022","40-49","Education and Skills Funding Agency","AO","5","5","[c]","[c]"
"In post","2022","40-49","Education and Skills Funding Agency","EO","25","25","26520","26000"
"In post","2022","40-49","Education and Skills Funding Agency","G6","75","70","63200","61960"
"In post","2022","40-49","Education and Skills Funding Agency","G7","155","150","51120","50400"
"In post","2022","40-49","Education and Skills Funding Agency","HEO","95","90","30810","30200"
"In post","2022","40-49","Education and Skills Funding Agency","SCS level","25","25","79390","74100"
"In post","2022","40-49","Education and Skills Funding Agency","SEO","180","170","38270","37100"
"In post","2022","40-49","Education Scotland","AA","5","5","[c]","[c]"
"In post","2022","40-49","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","G6","45","45","72400","72480"
"In post","2022","40-49","Education Scotland","G7","15","15","56280","57190"
"In post","2022","40-49","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Education Scotland","SEO","15","15","46090","47490"
"In post","2022","40-49","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","EO","5","5","[c]","[c]"
"In post","2022","40-49","Estyn","G6","15","15","74760","75480"
"In post","2022","40-49","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","AO","25","25","24650","23700"
"In post","2022","40-49","FCDO Services","EO","40","40","27760","27700"
"In post","2022","40-49","FCDO Services","G6","10","10","77360","73520"
"In post","2022","40-49","FCDO Services","G7","40","40","60820","60340"
"In post","2022","40-49","FCDO Services","HEO","60","60","35580","34390"
"In post","2022","40-49","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","FCDO Services","SEO","50","50","44550","43160"
"In post","2022","40-49","Food Standards Agency","EO","65","65","26930","26750"
"In post","2022","40-49","Food Standards Agency","G6","25","25","62700","61210"
"In post","2022","40-49","Food Standards Agency","G7","80","80","53660","52070"
"In post","2022","40-49","Food Standards Agency","HEO","75","75","31670","30810"
"In post","2022","40-49","Food Standards Agency","SCS level","10","10","86660","79230"
"In post","2022","40-49","Food Standards Agency","SEO","115","115","39440","38630"
"In post","2022","40-49","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","EO","20","20","29240","30040"
"In post","2022","40-49","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","G7","10","10","[c]","[c]"
"In post","2022","40-49","Food Standards Scotland","HEO","20","20","33150","31540"
"In post","2022","40-49","Food Standards Scotland","SEO","15","15","42890","40810"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","AO","55","50","26160","25000"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","EO","125","120","29770","30590"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G6","400","385","66340","65770"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","G7","590","570","56270","56110"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","350","340","35920","34770"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","235","230","82730","77060"
"In post","2022","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","180","175","42250","42890"
"In post","2022","40-49","Forestry and Land Scotland","AO","80","75","26330","27360"
"In post","2022","40-49","Forestry and Land Scotland","EO","60","60","31630","31060"
"In post","2022","40-49","Forestry and Land Scotland","G6","10","10","[c]","[c]"
"In post","2022","40-49","Forestry and Land Scotland","G7","10","5","[c]","[c]"
"In post","2022","40-49","Forestry and Land Scotland","HEO","55","55","38310","38580"
"In post","2022","40-49","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Forestry and Land Scotland","SEO","25","25","45860","47250"
"In post","2022","40-49","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Actuary's Department","G6","45","35","94080","89720"
"In post","2022","40-49","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Actuary's Department","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Internal Audit Agency","G6","15","15","64890","63830"
"In post","2022","40-49","Government Internal Audit Agency","G7","30","25","52580","50760"
"In post","2022","40-49","Government Internal Audit Agency","HEO","10","10","31990","30730"
"In post","2022","40-49","Government Internal Audit Agency","SCS level","10","10","83740","83870"
"In post","2022","40-49","Government Internal Audit Agency","SEO","55","50","42940","41910"
"In post","2022","40-49","Government Legal Department","AO","5","5","[c]","[c]"
"In post","2022","40-49","Government Legal Department","EO","35","35","27520","27580"
"In post","2022","40-49","Government Legal Department","G6","355","315","66380","65680"
"In post","2022","40-49","Government Legal Department","G7","255","220","52560","51250"
"In post","2022","40-49","Government Legal Department","HEO","25","25","34370","31180"
"In post","2022","40-49","Government Legal Department","SCS level","80","75","79010","76960"
"In post","2022","40-49","Government Legal Department","SEO","15","15","38680","38290"
"In post","2022","40-49","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Government Property Agency","G6","20","20","67030","64750"
"In post","2022","40-49","Government Property Agency","G7","30","30","54800","54700"
"In post","2022","40-49","Government Property Agency","HEO","10","10","33500","32000"
"In post","2022","40-49","Government Property Agency","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Government Property Agency","SEO","15","15","39950","39080"
"In post","2022","40-49","Health and Safety Executive","AO","35","30","22090","22410"
"In post","2022","40-49","Health and Safety Executive","EO","80","75","27690","26410"
"In post","2022","40-49","Health and Safety Executive","G6","35","35","68780","66070"
"In post","2022","40-49","Health and Safety Executive","G7","140","135","56160","53430"
"In post","2022","40-49","Health and Safety Executive","HEO","85","80","32870","31710"
"In post","2022","40-49","Health and Safety Executive","SCS level","10","10","[c]","[c]"
"In post","2022","40-49","Health and Safety Executive","SEO","280","270","49380","45100"
"In post","2022","40-49","HM Courts and Tribunals Service","AA","200","180","19790","19200"
"In post","2022","40-49","HM Courts and Tribunals Service","AO","1785","1515","21670","20970"
"In post","2022","40-49","HM Courts and Tribunals Service","EO","630","585","26050","25120"
"In post","2022","40-49","HM Courts and Tribunals Service","G6","60","60","63560","60500"
"In post","2022","40-49","HM Courts and Tribunals Service","G7","165","160","54490","53160"
"In post","2022","40-49","HM Courts and Tribunals Service","HEO","350","340","31950","30450"
"In post","2022","40-49","HM Courts and Tribunals Service","SCS level","25","25","81170","76370"
"In post","2022","40-49","HM Courts and Tribunals Service","SEO","395","365","40640","41750"
"In post","2022","40-49","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Crown Prosecution Service Inspectorate","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Crown Prosecution Service Inspectorate","G7","5","5","[c]","[c]"
"In post","2022","40-49","HM Crown Prosecution Service Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Land Registry","AO","300","285","22710","22600"
"In post","2022","40-49","HM Land Registry","EO","365","330","27560","27130"
"In post","2022","40-49","HM Land Registry","G6","25","25","71250","69740"
"In post","2022","40-49","HM Land Registry","G7","75","75","58720","56870"
"In post","2022","40-49","HM Land Registry","HEO","255","235","34870","33840"
"In post","2022","40-49","HM Land Registry","SCS level","15","15","89740","82690"
"In post","2022","40-49","HM Land Registry","SEO","230","225","41880","39410"
"In post","2022","40-49","HM Prison and Probation Service","AA","920","885","21750","20890"
"In post","2022","40-49","HM Prison and Probation Service","AO","3910","3755","28120","27960"
"In post","2022","40-49","HM Prison and Probation Service","EO","1440","1415","31280","32040"
"In post","2022","40-49","HM Prison and Probation Service","G6","125","120","80140","79340"
"In post","2022","40-49","HM Prison and Probation Service","G7","170","170","64740","65390"
"In post","2022","40-49","HM Prison and Probation Service","HEO","1030","1000","36340","37280"
"In post","2022","40-49","HM Prison and Probation Service","SCS level","25","25","92400","91800"
"In post","2022","40-49","HM Prison and Probation Service","SEO","790","770","49770","50690"
"In post","2022","40-49","HM Prison and Probation Service","Unknown","4635","4270","32500","31420"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","AA","105","80","21330","21250"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","AO","3475","3025","21670","21250"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","EO","3050","2865","27140","26820"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","G6","675","655","69660","67910"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","G7","1625","1585","55570","55210"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","HEO","3465","3350","33800","33370"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","SCS level","170","165","84990","78420"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","SEO","2070","2025","40560","40520"
"In post","2022","40-49","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Treasury (excl. agencies)","EO","30","25","28060","28440"
"In post","2022","40-49","HM Treasury (excl. agencies)","G6","55","50","66850","66080"
"In post","2022","40-49","HM Treasury (excl. agencies)","G7","45","40","57170","55840"
"In post","2022","40-49","HM Treasury (excl. agencies)","HEO","40","40","37680","37900"
"In post","2022","40-49","HM Treasury (excl. agencies)","SCS level","75","70","85950","80000"
"In post","2022","40-49","Home Office","AA","130","115","19460","18240"
"In post","2022","40-49","Home Office","AO","1320","1160","22610","21680"
"In post","2022","40-49","Home Office","EO","3495","3265","26730","25880"
"In post","2022","40-49","Home Office","G6","380","370","69000","68720"
"In post","2022","40-49","Home Office","G7","885","860","56850","57460"
"In post","2022","40-49","Home Office","HEO","1555","1495","32920","31660"
"In post","2022","40-49","Home Office","SCS level","140","140","88190","80490"
"In post","2022","40-49","Home Office","SEO","1240","1205","40740","41950"
"In post","2022","40-49","Home Office","Unknown","85","85","[c]","[c]"
"In post","2022","40-49","Institute for Apprenticeships and Technical Education","G6","10","10","63100","61940"
