"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Food Standards Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Policy","London","75","75","45710","40650"
"In post","2022","Food Standards Agency","Food Standards Agency","Policy","Outside London","190","185","39150","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Project Delivery","Outside London","35","30","42750","37910"
"In post","2022","Food Standards Agency","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Science and Engineering","London","35","30","44190","40350"
"In post","2022","Food Standards Agency","Food Standards Agency","Science and Engineering","Outside London","85","85","38480","35120"
"In post","2022","Food Standards Agency","Food Standards Agency","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Social Research","London","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Social Research","Outside London","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Veterinarian","Outside London","60","60","44430","37910"
"In post","2022","Food Standards Scotland","Scottish Government","Unknown","Outside London","305","295","35950","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","Outside London","50","50","39680","39630"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","London","90","90","50910","47340"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","20","20","43460","41370"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","170","170","42550","39190"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","London","110","110","50900","53000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","Outside London","15","15","44270","48500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","Overseas","35","35","56860","55620"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","London","80","80","48050","43300"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","Outside London","80","80","39890","37510"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","London","205","200","50400","47780"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","Outside London","45","45","43450","39630"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","Overseas","25","25","45770","39320"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","130","125","46870","39770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","55","55","44910","39900"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","London","10","10","49000","42150"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","35","35","41210","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","75","75","49140","41770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","35","35","36880","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","London","70","70","62850","67480"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","London","15","15","64320","64840"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","Outside London","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","Overseas","25","25","55820","55060"
