"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Project Delivery","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","Female","230","215","34540","33080"
"In post","2022","30-39","Project Delivery","Operational Delivery","Male","195","195","36480","35010"
"In post","2022","30-39","Project Delivery","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Other","Female","355","315","33850","31070"
"In post","2022","30-39","Project Delivery","Other","Male","330","330","33620","32650"
"In post","2022","30-39","Project Delivery","Policy","Female","355","340","52110","52430"
"In post","2022","30-39","Project Delivery","Policy","Male","255","255","53410","53610"
"In post","2022","30-39","Project Delivery","Project Delivery","Female","1560","1475","41040","39650"
"In post","2022","30-39","Project Delivery","Project Delivery","Male","1410","1405","42730","40520"
"In post","2022","30-39","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Science and Engineering","Female","100","95","41710","40750"
"In post","2022","30-39","Project Delivery","Science and Engineering","Male","570","565","39320","39110"
"In post","2022","30-39","Project Delivery","Security","Female","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Security","Male","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Statistics","Female","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Statistics","Male","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Tax","Female","60","55","33870","33370"
"In post","2022","30-39","Project Delivery","Tax","Male","80","80","36390","33370"
"In post","2022","30-39","Project Delivery","Unknown","Female","40","40","50470","45450"
"In post","2022","30-39","Project Delivery","Unknown","Male","55","55","48440","52080"
"In post","2022","30-39","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Finance","Female","10","10","[c]","[c]"
"In post","2022","30-39","Property","Finance","Male","15","15","[c]","[c]"
"In post","2022","30-39","Property","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","30-39","Property","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Operational Delivery","Female","155","145","28880","25000"
"In post","2022","30-39","Property","Operational Delivery","Male","115","115","29040","22040"
"In post","2022","30-39","Property","Other","Female","20","20","[c]","[c]"
"In post","2022","30-39","Property","Other","Male","75","75","29430","29900"
"In post","2022","30-39","Property","Policy","Female","10","10","[c]","[c]"
"In post","2022","30-39","Property","Policy","Male","5","5","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","30-39","Property","Property","Female","485","455","37000","33370"
"In post","2022","30-39","Property","Property","Male","585","580","38170","35830"
"In post","2022","30-39","Property","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Female","25","25","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2022","30-39","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Intelligence Analysis","Female","90","85","41050","37640"
"In post","2022","30-39","Security","Intelligence Analysis","Male","180","180","39630","37000"
"In post","2022","30-39","Security","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","30-39","Security","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","30-39","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Security","Female","405","400","32950","31390"
"In post","2022","30-39","Security","Security","Male","1190","1185","32850","31750"
"In post","2022","30-39","Security","Unknown","Female","85","85","35450","33300"
"In post","2022","30-39","Security","Unknown","Male","90","90","34850","32500"
"In post","2022","30-39","Unknown","Commercial","Female","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Male","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","Female","75","70","45620","42930"
"In post","2022","30-39","Unknown","Communications","Male","45","40","47610","47110"
"In post","2022","30-39","Unknown","Counter Fraud","Female","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Female","145","140","46160","41980"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Male","300","295","46590","42680"
"In post","2022","30-39","Unknown","Economics","Female","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Male","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","Female","275","260","37430","33300"
"In post","2022","30-39","Unknown","Finance","Male","175","175","40930","38160"
"In post","2022","30-39","Unknown","Human Resources","Female","125","115","39600","35070"
"In post","2022","30-39","Unknown","Human Resources","Male","80","75","36620","35050"
"In post","2022","30-39","Unknown","Intelligence Analysis","Female","165","150","28580","25690"
"In post","2022","30-39","Unknown","Intelligence Analysis","Male","165","160","29910","28800"
"In post","2022","30-39","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Female","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Female","35","35","56950","61440"
"In post","2022","30-39","Unknown","Legal","Male","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Female","355","305","38890","37280"
"In post","2022","30-39","Unknown","Medicine","Male","105","100","47340","39030"
"In post","2022","30-39","Unknown","Operational Delivery","Female","3240","2905","27490","25220"
"In post","2022","30-39","Unknown","Operational Delivery","Male","2980","2940","27830","25220"
"In post","2022","30-39","Unknown","Operational Research","Female","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Male","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Other","Female","1185","1110","29180","26350"
"In post","2022","30-39","Unknown","Other","Male","935","930","33130","30780"
"In post","2022","30-39","Unknown","Planning","Female","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Male","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Policy","Female","910","870","46670","41980"
"In post","2022","30-39","Unknown","Policy","Male","780","775","47700","45200"
"In post","2022","30-39","Unknown","Project Delivery","Female","230","225","42550","40710"
"In post","2022","30-39","Unknown","Project Delivery","Male","205","205","44840","41950"
"In post","2022","30-39","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Female","85","80","39660","37000"
"In post","2022","30-39","Unknown","Science and Engineering","Male","230","230","38040","33860"
"In post","2022","30-39","Unknown","Security","Female","30","30","33620","33900"
"In post","2022","30-39","Unknown","Security","Male","30","30","32360","27140"
"In post","2022","30-39","Unknown","Social Research","Female","55","50","48550","44930"
"In post","2022","30-39","Unknown","Social Research","Male","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Female","35","30","41620","40100"
"In post","2022","30-39","Unknown","Statistics","Male","30","25","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Female","2415","2280","38860","36130"
"In post","2022","30-39","Unknown","Unknown","Male","1845","1830","38050","34600"
"In post","2022","30-39","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","40-49","Analysis","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2022","40-49","Analysis","Economics","Female","50","40","65670","62120"
"In post","2022","40-49","Analysis","Economics","Male","100","100","63200","60940"
"In post","2022","40-49","Analysis","Finance","Female","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Finance","Male","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","Female","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Delivery","Female","105","95","36560","36840"
"In post","2022","40-49","Analysis","Operational Delivery","Male","85","85","38730","36840"
"In post","2022","40-49","Analysis","Operational Research","Female","65","60","48530","47010"
"In post","2022","40-49","Analysis","Operational Research","Male","90","85","51170","47490"
