"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Competition and Markets Authority","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","65","[c]","32140","27680"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","75","[c]","31590","31870"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Education","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Education","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","110","[c]","23310","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","100","[c]","22860","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for International Trade","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for International Trade","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Transport","Female","60","[c]","26380","21840"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Transport","Male","60","[c]","28660","26130"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Work and Pensions","Female","730","[c]","25600","27570"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Work and Pensions","Male","575","[c]","24800","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Department of Health and Social Care","Female","275","[c]","27420","26880"
"Leaver CS","2022","20-29","Declared non-disabled","Department of Health and Social Care","Male","110","[c]","27210","26880"
"Leaver CS","2022","20-29","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Food Standards Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Revenue and Customs","Female","240","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Revenue and Customs","Male","245","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Treasury","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Treasury","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Home Office","Female","105","[c]","27830","25040"
"Leaver CS","2022","20-29","Declared non-disabled","Home Office","Male","115","[c]","28360","24890"
"Leaver CS","2022","20-29","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Defence","Female","200","[c]","26320","24770"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Defence","Male","335","[c]","26810","26600"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Justice","Female","885","[c]","23090","20970"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Justice","Male","670","[c]","23820","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","Male","35","[c]","32530","32480"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Scottish Government","Female","45","[c]","27890","24210"
"Leaver CS","2022","20-29","Declared non-disabled","Scottish Government","Male","35","[c]","27060","25940"
"Leaver CS","2022","20-29","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","The National Archives","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Export Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Statistics Authority","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Statistics Authority","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Supreme Court","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Welsh Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Welsh Government","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department for Work and Pensions","Female","30","[c]","25860","27570"
"Leaver CS","2022","20-29","Undeclared","Department for Work and Pensions","Male","35","[c]","26020","25870"
"Leaver CS","2022","20-29","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Revenue and Customs","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HM Treasury","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
