"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","1055","995","24650","21300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","590","570","42670","38750"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","35","35","34580","35900"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Property","40","40","34450","29880"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","40","40","29010","24920"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","40","35","40690","37360"
"In post","2022","Unknown","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Communications","40","40","41940","38160"
"In post","2022","Unknown","Department for International Trade","Digital, Data and Technology","40","40","49970","50500"
"In post","2022","Unknown","Department for International Trade","Economics","35","35","44230","43520"
"In post","2022","Unknown","Department for International Trade","Finance","20","20","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Human Resources","30","30","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","International Trade","385","385","45720","40680"
"In post","2022","Unknown","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Operational Delivery","50","50","35870","31800"
"In post","2022","Unknown","Department for International Trade","Other","50","50","43100","38160"
"In post","2022","Unknown","Department for International Trade","Policy","65","65","45740","38160"
"In post","2022","Unknown","Department for International Trade","Project Delivery","30","30","44280","43690"
"In post","2022","Unknown","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Communications","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Finance","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Human Resources","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Operational Delivery","65","60","28800","26050"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","40","35","52440","47660"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Policy","305","295","47000","40600"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Project Delivery","25","20","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Statistics","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Commercial","35","35","39580","38650"
"In post","2022","Unknown","Department for Transport","Communications","50","50","44840","42470"
"In post","2022","Unknown","Department for Transport","Corporate Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Digital, Data and Technology","170","170","38760","34710"
"In post","2022","Unknown","Department for Transport","Economics","40","40","42870","34710"
"In post","2022","Unknown","Department for Transport","Finance","50","50","43830","42470"
"In post","2022","Unknown","Department for Transport","Human Resources","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Medicine","15","10","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Operational Delivery","1495","1390","24720","26130"
"In post","2022","Unknown","Department for Transport","Operational Research","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Other","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Policy","190","185","45010","42470"
"In post","2022","Unknown","Department for Transport","Project Delivery","70","70","45610","42470"
"In post","2022","Unknown","Department for Transport","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Security","30","30","37060","34880"
"In post","2022","Unknown","Department for Transport","Social Research","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Transport","Unknown","155","145","44860","35240"
"In post","2022","Unknown","Department for Work and Pensions","Commercial","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Communications","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Counter Fraud","285","265","28800","27570"
"In post","2022","Unknown","Department for Work and Pensions","Digital, Data and Technology","495","485","42970","38950"
"In post","2022","Unknown","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Finance","85","80","38360","34800"
"In post","2022","Unknown","Department for Work and Pensions","Human Resources","40","40","39760","35980"
"In post","2022","Unknown","Department for Work and Pensions","Knowledge and Information Management","45","45","42890","37000"
"In post","2022","Unknown","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Operational Delivery","4140","3775","26570","27570"
"In post","2022","Unknown","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Other","380","355","26530","27570"
"In post","2022","Unknown","Department for Work and Pensions","Policy","85","85","43670","40270"
"In post","2022","Unknown","Department for Work and Pensions","Project Delivery","65","55","34140","29750"
"In post","2022","Unknown","Department for Work and Pensions","Property","20","20","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Psychology","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Science and Engineering","45","45","46210","45870"
"In post","2022","Unknown","Department for Work and Pensions","Security","25","25","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Statistics","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Unknown","95","90","35820","31060"
"In post","2022","Unknown","Department of Health and Social Care","Commercial","160","160","45990","41330"
"In post","2022","Unknown","Department of Health and Social Care","Communications","145","140","46230","49190"
"In post","2022","Unknown","Department of Health and Social Care","Digital, Data and Technology","45","45","42290","36820"
"In post","2022","Unknown","Department of Health and Social Care","Economics","20","15","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Finance","160","160","44590","40650"
"In post","2022","Unknown","Department of Health and Social Care","Human Resources","120","120","41770","36700"
"In post","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Medicine","40","35","77640","82180"
"In post","2022","Unknown","Department of Health and Social Care","Operational Delivery","1275","1235","47250","40650"
"In post","2022","Unknown","Department of Health and Social Care","Other","25","25","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Policy","265","260","46620","49530"
"In post","2022","Unknown","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Statistics","10","10","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care","Unknown","60","55","45830","49530"
"In post","2022","Unknown","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Operational Delivery","35","35","34410","30280"
"In post","2022","Unknown","Food Standards Agency","Policy","15","15","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Veterinarian","10","10","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Commercial","20","20","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Communications","30","30","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","90","90","41540","38500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Economics","40","35","49630","53980"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Finance","45","45","40130","38600"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Human Resources","25","25","[c]","[c]"
