"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Digital, Data & Technology","HM Treasury","Female","10","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","HM Treasury","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Female","105","100","31760","28040"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Defence","Male","310","310","38050","34960"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Justice","Female","95","95","46150","43170"
"In post","2022","Unknown","Digital, Data & Technology","Ministry of Justice","Male","125","125","49300","50430"
"In post","2022","Unknown","Digital, Data & Technology","National Crime Agency","Female","75","75","38570","36740"
"In post","2022","Unknown","Digital, Data & Technology","National Crime Agency","Male","90","90","44680","39980"
"In post","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Scottish Government","Female","35","30","39000","37250"
"In post","2022","Unknown","Digital, Data & Technology","Scottish Government","Male","75","75","38770","36360"
"In post","2022","Unknown","Digital, Data & Technology","The National Archives","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","The National Archives","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","Female","95","90","40110","36840"
"In post","2022","Unknown","Digital, Data & Technology","UK Statistics Authority","Male","235","235","41360","37500"
"In post","2022","Unknown","Digital, Data & Technology","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Welsh Government","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Education","Female","135","135","35180","32300"
"In post","2022","Unknown","Finance","Department for Education","Male","125","125","37480","32300"
"In post","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Environment, Food and Rural Affairs","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Transport","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Transport","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Work and Pensions","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","Department for Work and Pensions","Male","40","35","42110","36320"
"In post","2022","Unknown","Finance","Department of Health and Social Care","Female","250","245","39710","36820"
"In post","2022","Unknown","Finance","Department of Health and Social Care","Male","145","145","46210","40650"
"In post","2022","Unknown","Finance","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Female","45","45","41980","38500"
"In post","2022","Unknown","Finance","Foreign, Commonwealth and Development Office","Male","35","35","44220","42890"
"In post","2022","Unknown","Finance","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","HM Revenue and Customs","Female","340","295","31180","25330"
"In post","2022","Unknown","Finance","HM Revenue and Customs","Male","315","305","33390","26820"
"In post","2022","Unknown","Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","HM Treasury","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Ministry of Defence","Female","105","100","37180","33000"
"In post","2022","Unknown","Finance","Ministry of Defence","Male","100","100","40270","35000"
"In post","2022","Unknown","Finance","Ministry of Justice","Female","30","30","43520","41750"
"In post","2022","Unknown","Finance","Ministry of Justice","Male","30","30","39400","36050"
"In post","2022","Unknown","Finance","National Crime Agency","Female","30","30","36540","36740"
"In post","2022","Unknown","Finance","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Scottish Government","Female","60","60","36250","35000"
"In post","2022","Unknown","Finance","Scottish Government","Male","25","20","[c]","[c]"
"In post","2022","Unknown","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Statistics Authority","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","UK Statistics Authority","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Welsh Government","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","Welsh Government","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Attorney General's Departments","Female","35","35","35770","28000"
"In post","2022","Unknown","Human Resources","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Cabinet Office","Female","80","75","37460","34550"
"In post","2022","Unknown","Human Resources","Cabinet Office","Male","45","45","37870","32000"
"In post","2022","Unknown","Human Resources","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Female","20","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
