"Status","Year","Ethnicity","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Serious Fraud Office","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Female","Heterosexual / straight","75","65","35640","32330"
"In post","2022","Mixed","UK Health Security Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Male","Heterosexual / straight","40","35","42430","36750"
"In post","2022","Mixed","UK Health Security Agency","Male","LGBO","10","5","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Hydrographic Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Heterosexual / straight","45","40","32960","30710"
"In post","2022","Mixed","UK Statistics Authority","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
