"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Analysis","Department for Education (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for International Trade","Heterosexual / straight","40","40","52810","51970"
"In post","2022","30-39","Analysis","Department for International Trade","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","40","35","49790","53130"
"In post","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Transport (excl. agencies)","Heterosexual / straight","60","55","52030","54110"
"In post","2022","30-39","Analysis","Department for Transport (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Transport (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Transport (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","95","90","43960","37380"
"In post","2022","30-39","Analysis","Department for Work and Pensions (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","85","80","55170","53360"
"In post","2022","30-39","Analysis","Department of Health and Social Care (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department of Health and Social Care (excl. agencies)","Undeclared","40","35","56140","53360"
"In post","2022","30-39","Analysis","Driver and Vehicle Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Government Actuary's Department","Heterosexual / straight","50","50","70270","65470"
"In post","2022","30-39","Analysis","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Government Actuary's Department","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Government Actuary's Department","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Health and Safety Executive","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Courts and Tribunals Service","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","145","140","51490","55210"
"In post","2022","30-39","Analysis","HM Revenue and Customs (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","Intellectual Property Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","60","55","41610","40580"
"In post","2022","30-39","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","95","90","50060","50430"
"In post","2022","30-39","Analysis","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Justice (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Justice (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Analysis","National Savings and Investments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Budget Responsibility","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","40","40600","32010"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","40","40","46580","41630"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Registers of Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Rural Payments Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Debt Management Office","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Space Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Statistics Authority","Heterosexual / straight","390","365","40250","38340"
"In post","2022","30-39","Analysis","UK Statistics Authority","LGBO","45","45","38770","38340"
"In post","2022","30-39","Analysis","UK Statistics Authority","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","UK Statistics Authority","Unknown","120","115","40340","38340"
"In post","2022","30-39","Analysis","Valuation Office Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Animal and Plant Health Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Cabinet Office (excl. agencies)","Heterosexual / straight","70","70","53880","53810"
"In post","2022","30-39","Commercial","Cabinet Office (excl. agencies)","LGBO","5","5","[c]","[c]"
