"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Property","Female","140","135","40660","37180"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Property","Male","210","200","49480","48410"
"In post","2022","Property","National Crime Agency","Property","Female","15","15","[c]","[c]"
"In post","2022","Property","National Crime Agency","Property","Male","20","15","[c]","[c]"
"In post","2022","Property","National Savings and Investments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Savings and Investments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Female","5","5","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Male","5","5","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Queen Elizabeth II Centre","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Registers of Scotland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Registers of Scotland","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Scottish Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Courts and Tribunals Service","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","Scottish Prison Service","Other","Female","30","30","27530","26900"
"In post","2022","Property","Scottish Prison Service","Other","Male","215","210","32480","30530"
"In post","2022","Property","Serious Fraud Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Serious Fraud Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Submarine Delivery Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Submarine Delivery Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","The National Archives","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","Property","Female","15","15","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","Property","Male","20","20","[c]","[c]"
"In post","2022","Property","UK Hydrographic Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Hydrographic Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","Property","Female","5","5","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","Property","Male","10","10","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Operational Delivery","Female","745","690","28730","22040"
"In post","2022","Property","Valuation Office Agency","Operational Delivery","Male","425","415","29970","22040"
"In post","2022","Property","Valuation Office Agency","Policy","Female","15","10","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Policy","Male","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Property","Female","1015","905","34450","31000"
"In post","2022","Property","Valuation Office Agency","Property","Male","1285","1230","37890","33380"
"In post","2022","Property","Vehicle Certification Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Vehicle Certification Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wilton Park","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wilton Park","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wilton Park","Property","Female","5","5","[c]","[c]"
"In post","2022","Property","Wilton Park","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Unknown","Female","510","480","32990","32000"
"In post","2022","Security","Cabinet Office (excl. agencies)","Unknown","Male","485","470","34860","33300"
"In post","2022","Security","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Knowledge and Information Management","Male","10","5","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Security","Female","10","10","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Security","Male","10","10","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Other","Female","10","10","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Other","Male","5","5","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Security","Female","15","10","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Security","Male","25","25","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Security","Female","30","30","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Security","Male","25","25","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","5","5","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Security","Male","25","25","[c]","[c]"
"In post","2022","Security","Department for International Trade","Security","Female","10","10","[c]","[c]"
"In post","2022","Security","Department for International Trade","Security","Male","15","15","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Security","Female","50","45","44670","42470"
"In post","2022","Security","Department for Transport (excl. agencies)","Security","Male","85","80","45340","43360"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Female","70","60","29910","27570"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Male","60","60","32510","31990"
"In post","2022","Security","Driver and Vehicle Licensing Agency","Security","Female","5","5","[c]","[c]"
"In post","2022","Security","Driver and Vehicle Licensing Agency","Security","Male","60","60","25340","24720"
"In post","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","15","15","[c]","[c]"
