"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Internal Audit","Internal Audit","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Legal","15","15","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Operational Delivery","25","20","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Legal","5","5","[c]","[c]"
"In post","2022","60-64","Asian","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Operational Delivery","650","545","28250","27570"
"In post","2022","60-64","Asian","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Other","15","15","[c]","[c]"
"In post","2022","60-64","Asian","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Policy","30","25","[c]","[c]"
"In post","2022","60-64","Asian","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Science and Engineering","15","10","[c]","[c]"
"In post","2022","60-64","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","No function","Tax","60","50","37300","37980"
"In post","2022","60-64","Asian","No function","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Other","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Policy","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Project Delivery","20","20","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Tax","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Operational Delivery","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Property","Other","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Property","25","25","[c]","[c]"
"In post","2022","60-64","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Security","Security","25","25","[c]","[c]"
"In post","2022","60-64","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Finance","15","15","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Intelligence Analysis","10","5","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Operational Delivery","210","175","27880","26420"
"In post","2022","60-64","Asian","Unknown","Other","45","45","28100","25630"
"In post","2022","60-64","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Policy","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Project Delivery","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Science and Engineering","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Security","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Counter Fraud","40","30","28720","27570"
"In post","2022","60-64","Black","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Legal","5","5","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Operational Delivery","20","15","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Tax","5","5","[c]","[c]"
"In post","2022","60-64","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Debt","Operational Delivery","25","20","[c]","[c]"
"In post","2022","60-64","Black","Debt","Other","5","5","[c]","[c]"
"In post","2022","60-64","Black","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
