"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","EO","55","55","25630","25010"
"In post","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","HEO","10","10","32220","30660"
"In post","2022","Counter Fraud","Companies House","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","15","15","21240","21760"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","1820","1565","22400","21260"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","3625","3245","28270","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","35","35","51710","50380"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","750","705","33630","32170"
"In post","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","140","135","37570","35990"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","EO","25","25","27760","26780"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","HEO","15","15","31520","30730"
"In post","2022","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","HEO","25","25","31620","30810"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","Food Standards Agency","SEO","20","20","38750","37910"
"In post","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","HEO","20","15","32890","30920"
"In post","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Government Internal Audit Agency","HM Treasury","SEO","10","10","42450","39980"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","5","5","[c]","[c]"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","830","730","22270","21720"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","3425","3220","28090","26820"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","250","240","69580","67910"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","845","810","56650","55210"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","2980","2840","34550","33370"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","30","30","82280","79930"
"In post","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","1315","1265","41380","40520"
"In post","2022","Counter Fraud","Met Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","National Savings and Investments","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","EO","40","40","27190","26200"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","G6","35","35","71230","69930"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","G7","40","40","60040","59220"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","HEO","50","50","33880","33100"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Serious Fraud Office","Attorney General's Departments","SEO","65","60","41430","40470"
"In post","2022","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","15","15","55090","55290"
"In post","2022","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","150","145","35740","35070"
"In post","2022","Counter Fraud","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","80","75","43720","43490"
"In post","2022","Counter Fraud","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","40","30","20410","20480"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","2025","1715","21290","21260"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","350","305","27700","27570"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","85","75","32610","31990"
"In post","2022","Debt","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","10","10","35830","35310"
"In post","2022","Debt","Health and Safety Executive","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Health and Safety Executive","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","3120","2810","21890","21250"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","865","795","27860","26820"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","10","10","68520","67910"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","35","35","55820","55210"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","180","165","33850","33370"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","80","75","40390","40520"
"In post","2022","Debt","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","Debt","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","Debt","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G7","10","10","58390","59470"
"In post","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","15","15","36370","35070"
