"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA/AO","Heterosexual / straight","50","45","21930","22270"
"In post","2022","Unknown","Science and Engineering","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA/AO","Unknown","80","75","22270","22270"
"In post","2022","Unknown","Science and Engineering","EO","Heterosexual / straight","75","75","25870","26020"
"In post","2022","Unknown","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","EO","Unknown","190","180","24700","25990"
"In post","2022","Unknown","Science and Engineering","G6/G7","Heterosexual / straight","145","135","58220","55660"
"In post","2022","Unknown","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","G6/G7","Undeclared","60","55","58680","54150"
"In post","2022","Unknown","Science and Engineering","G6/G7","Unknown","270","260","58700","55420"
"In post","2022","Unknown","Science and Engineering","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","Heterosexual / straight","255","245","38250","40060"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","Undeclared","85","75","39420","40450"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","Unknown","425","410","38180","39170"
"In post","2022","Unknown","Science and Engineering","Unknown","Heterosexual / straight","40","40","44110","41390"
"In post","2022","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","Unknown","60","60","36630","30500"
"In post","2022","Unknown","Security","AA/AO","Heterosexual / straight","565","550","29020","25000"
"In post","2022","Unknown","Security","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Security","AA/AO","Undeclared","75","70","31840","39070"
"In post","2022","Unknown","Security","AA/AO","Unknown","760","755","28430","25540"
"In post","2022","Unknown","Security","EO","Heterosexual / straight","50","50","35930","34280"
"In post","2022","Unknown","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Security","EO","Unknown","50","50","34610","30540"
"In post","2022","Unknown","Security","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","G6/G7","Unknown","60","60","59420","55580"
"In post","2022","Unknown","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","Heterosexual / straight","70","70","39290","37350"
"In post","2022","Unknown","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","Unknown","135","135","38170","36910"
"In post","2022","Unknown","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","Unknown","30","30","32210","33650"
"In post","2022","Unknown","Social Research","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","G6/G7","Unknown","30","30","56450","56650"
"In post","2022","Unknown","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO/HEO","Heterosexual / straight","125","125","35220","33710"
"In post","2022","Unknown","Social Research","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO/HEO","Unknown","85","85","36910","38340"
"In post","2022","Unknown","Statistics","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","AA/AO","Unknown","35","35","22270","22460"
"In post","2022","Unknown","Statistics","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","Unknown","35","35","28280","28650"
"In post","2022","Unknown","Statistics","G6/G7","Heterosexual / straight","45","45","55560","53280"
"In post","2022","Unknown","Statistics","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Statistics","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","G6/G7","Unknown","55","50","54940","53860"
"In post","2022","Unknown","Statistics","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","Heterosexual / straight","100","95","36150","37800"
"In post","2022","Unknown","Statistics","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","Unknown","135","135","37060","37020"
"In post","2022","Unknown","Tax","AA/AO","Heterosexual / straight","40","35","21520","21250"
"In post","2022","Unknown","Tax","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","AA/AO","Unknown","1530","1430","21300","21250"
"In post","2022","Unknown","Tax","EO","Heterosexual / straight","95","85","28450","26820"
"In post","2022","Unknown","Tax","EO","LGBO","10","5","[c]","[c]"
"In post","2022","Unknown","Tax","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","Unknown","Tax","EO","Unknown","1485","1435","27210","26820"
"In post","2022","Unknown","Tax","G6/G7","Heterosexual / straight","60","60","59530","55210"
"In post","2022","Unknown","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Tax","G6/G7","Unknown","325","315","59100","55210"
"In post","2022","Unknown","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO/HEO","Heterosexual / straight","195","185","36450","33680"
"In post","2022","Unknown","Tax","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Tax","SEO/HEO","Undeclared","45","45","36550","35980"
"In post","2022","Unknown","Tax","SEO/HEO","Unknown","1670","1615","35460","33370"
"In post","2022","Unknown","Unknown","AA/AO","Heterosexual / straight","245","230","24500","23230"
"In post","2022","Unknown","Unknown","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Unknown","1460","1370","22720","21260"
"In post","2022","Unknown","Unknown","EO","Heterosexual / straight","315","300","29000","30040"
"In post","2022","Unknown","Unknown","EO","LGBO","30","25","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Unknown","1360","1320","27680","27230"
"In post","2022","Unknown","Unknown","G6/G7","Heterosexual / straight","515","495","64710","62170"
"In post","2022","Unknown","Unknown","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","G6/G7","Undeclared","65","65","60670","57670"
"In post","2022","Unknown","Unknown","G6/G7","Unknown","2270","2230","62610","62010"
"In post","2022","Unknown","Unknown","SCS level","Heterosexual / straight","30","30","83140","83230"
"In post","2022","Unknown","Unknown","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","SCS level","Unknown","315","310","103460","95930"
"In post","2022","Unknown","Unknown","SEO/HEO","Heterosexual / straight","780","750","40700","39660"
"In post","2022","Unknown","Unknown","SEO/HEO","LGBO","60","60","39230","39660"
"In post","2022","Unknown","Unknown","SEO/HEO","Undeclared","70","65","38650","39660"
"In post","2022","Unknown","Unknown","SEO/HEO","Unknown","3995","3935","34140","32790"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","Unknown","25","20","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
