"Status","Year","Ethnicity","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Department for Transport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Counter Fraud","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Delivery","AA/AO","90","80","21960","21260"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Delivery","EO","235","220","29270","29290"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Other","AA/AO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Other","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
