"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","HEO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","EO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Statistics","HEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Statistics","HEO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","SEO","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Statistics","SEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Tax","AO","Female","40","35","21350","21250"
"In post","2022","Undeclared","Tax","AO","Male","35","30","21350","21250"
"In post","2022","Undeclared","Tax","EO","Female","85","75","28460","26820"
"In post","2022","Undeclared","Tax","EO","Male","110","105","27730","26820"
"In post","2022","Undeclared","Tax","G6","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Tax","G6","Male","40","35","72840","72200"
"In post","2022","Undeclared","Tax","G7","Female","55","50","55790","55210"
"In post","2022","Undeclared","Tax","G7","Male","125","120","55650","55210"
"In post","2022","Undeclared","Tax","HEO","Female","120","115","34440","33370"
"In post","2022","Undeclared","Tax","HEO","Male","165","160","34630","33370"
"In post","2022","Undeclared","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","SEO","Female","50","50","41210","40520"
"In post","2022","Undeclared","Tax","SEO","Male","85","80","40780","40520"
"In post","2022","Undeclared","Unknown","AA","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AO","Female","40","35","22670","21260"
"In post","2022","Undeclared","Unknown","AO","Male","40","40","22190","21250"
"In post","2022","Undeclared","Unknown","EO","Female","65","60","27440","27230"
"In post","2022","Undeclared","Unknown","EO","Male","60","60","27890","27230"
"In post","2022","Undeclared","Unknown","G6","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","G6","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","G7","Female","70","70","56730","54960"
"In post","2022","Undeclared","Unknown","G7","Male","70","70","57620","54700"
"In post","2022","Undeclared","Unknown","HEO","Female","125","120","33870","33370"
"In post","2022","Undeclared","Unknown","HEO","Male","70","70","33960","33370"
"In post","2022","Undeclared","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO","Female","60","60","41960","40600"
"In post","2022","Undeclared","Unknown","SEO","Male","85","85","41750","40600"
"In post","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SEO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","AA","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","AA","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","AO","Female","40","35","24200","23550"
"In post","2022","Unknown","Commercial","AO","Male","30","25","[c]","[c]"
"In post","2022","Unknown","Commercial","EO","Female","115","110","26420","26350"
"In post","2022","Unknown","Commercial","EO","Male","80","80","26840","26400"
"In post","2022","Unknown","Commercial","G6","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","G6","Male","45","40","68920","67960"
"In post","2022","Unknown","Commercial","G7","Female","105","105","52310","53360"
"In post","2022","Unknown","Commercial","G7","Male","85","85","52730","53360"
"In post","2022","Unknown","Commercial","HEO","Female","145","135","31940","31730"
"In post","2022","Unknown","Commercial","HEO","Male","140","140","32240","31250"
"In post","2022","Unknown","Commercial","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","SEO","Female","215","205","39650","40000"
"In post","2022","Unknown","Commercial","SEO","Male","180","175","40210","40520"
"In post","2022","Unknown","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","AO","Female","30","30","22740","23060"
"In post","2022","Unknown","Communications","AO","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","EO","Female","100","100","27450","27270"
"In post","2022","Unknown","Communications","EO","Male","65","65","27660","27270"
"In post","2022","Unknown","Communications","G6","Female","60","60","66910","66230"
"In post","2022","Unknown","Communications","G6","Male","40","40","65820","66230"
"In post","2022","Unknown","Communications","G7","Female","120","120","54040","53370"
"In post","2022","Unknown","Communications","G7","Male","80","80","54880","54190"
"In post","2022","Unknown","Communications","HEO","Female","165","160","34100","33390"
"In post","2022","Unknown","Communications","HEO","Male","115","115","34440","33360"
"In post","2022","Unknown","Communications","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","SEO","Female","140","135","41650","40810"
"In post","2022","Unknown","Communications","SEO","Male","95","90","42310","41990"
"In post","2022","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AO","Female","40","30","22850","22740"
"In post","2022","Unknown","Counter Fraud","AO","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","EO","Female","70","65","27660","27570"
"In post","2022","Unknown","Counter Fraud","EO","Male","55","55","27850","27570"
"In post","2022","Unknown","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","G6","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","G7","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","G7","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","HEO","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","HEO","Male","45","45","34220","34390"
"In post","2022","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","AA","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","AA","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","AO","Female","45","45","22250","21170"
"In post","2022","Unknown","Digital, Data and Technology","AO","Male","75","75","22350","21790"
"In post","2022","Unknown","Digital, Data and Technology","EO","Female","225","220","27780","27230"
"In post","2022","Unknown","Digital, Data and Technology","EO","Male","490","485","28010","27570"
"In post","2022","Unknown","Digital, Data and Technology","G6","Female","70","65","68870","66680"
"In post","2022","Unknown","Digital, Data and Technology","G6","Male","180","175","70120","68420"
"In post","2022","Unknown","Digital, Data and Technology","G7","Female","315","305","54910","54560"
"In post","2022","Unknown","Digital, Data and Technology","G7","Male","615","615","56260","55210"
"In post","2022","Unknown","Digital, Data and Technology","HEO","Female","330","320","33750","33370"
"In post","2022","Unknown","Digital, Data and Technology","HEO","Male","680","675","34070","33370"
"In post","2022","Unknown","Digital, Data and Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","SCS level","Male","35","35","95100","90200"
"In post","2022","Unknown","Digital, Data and Technology","SEO","Female","340","330","41120","40520"
"In post","2022","Unknown","Digital, Data and Technology","SEO","Male","735","725","41640","40520"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Economics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","AO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Economics","AO","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","EO","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","EO","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","G6","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","G6","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","G7","Female","35","35","55640","54370"
"In post","2022","Unknown","Economics","G7","Male","95","95","55940","54650"
"In post","2022","Unknown","Economics","HEO","Female","55","55","32930","32560"
"In post","2022","Unknown","Economics","HEO","Male","140","140","33540","33000"
"In post","2022","Unknown","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Economics","SEO","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Economics","SEO","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","AA","Female","10","5","[c]","[c]"
"In post","2022","Unknown","Finance","AA","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","AO","Female","110","95","22460","21250"
"In post","2022","Unknown","Finance","AO","Male","75","70","21890","21250"
"In post","2022","Unknown","Finance","EO","Female","230","220","26840","26670"
"In post","2022","Unknown","Finance","EO","Male","140","140","26310","26350"
"In post","2022","Unknown","Finance","G6","Female","55","50","66910","66230"
