"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","20","20","41830","39540"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","Outside London","245","240","39460","36360"
"In post","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","London","115","110","40750","40270"
"In post","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","London","15","15","38170","35560"
"In post","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","London","30","30","56420","52940"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","London","30","30","47320","41320"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Outside London","635","620","41640","37500"
"In post","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Outside London","20","20","47210","46180"
"In post","2022","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Corporate Finance","London","10","10","46840","39290"
"In post","2022","Finance","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Finance","London","60","60","41140","32570"
"In post","2022","Finance","Attorney General's Departments","Finance","Outside London","70","65","28940","25480"
"In post","2022","Finance","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Finance","Outside London","30","30","48580","39360"
"In post","2022","Finance","Cabinet Office","Unknown","London","90","90","48080","43100"
"In post","2022","Finance","Cabinet Office","Unknown","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","Finance","London","35","30","48610","45860"
"In post","2022","Finance","Charity Commission","Finance","Outside London","10","10","36620","33810"
"In post","2022","Finance","Competition and Markets Authority","Corporate Finance","London","15","15","46330","38060"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Finance","London","150","145","52570","52930"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Finance","Outside London","190","180","37670","34170"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","London","60","60","52100","55860"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","Outside London","10","10","52390","56360"
"In post","2022","Finance","Department for Education","Commercial","London","15","15","56370","54400"
"In post","2022","Finance","Department for Education","Commercial","Outside London","155","150","40590","36960"
"In post","2022","Finance","Department for Education","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education","Digital, Data and Technology","Outside London","225","215","38720","36500"
"In post","2022","Finance","Department for Education","Finance","London","130","125","49400","48140"
"In post","2022","Finance","Department for Education","Finance","Outside London","660","640","39360","36500"
"In post","2022","Finance","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Operational Delivery","Outside London","15","15","35120","36500"
"In post","2022","Finance","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Policy","Outside London","15","15","39390","36500"
"In post","2022","Finance","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education","Property","London","10","10","[c]","[c]"
"In post","2022","Finance","Department for Education","Property","Outside London","30","30","39090","36500"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Finance","London","60","60","47450","41110"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Finance","Outside London","395","380","40460","37080"
"In post","2022","Finance","Department for International Trade","Finance","London","85","85","48650","51170"
"In post","2022","Finance","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","London","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Finance","London","80","75","53090","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Finance","Outside London","60","55","44530","40670"
"In post","2022","Finance","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","Finance","London","150","150","52640","54110"
"In post","2022","Finance","Department for Transport","Finance","Outside London","320","305","35430","31380"
"In post","2022","Finance","Department for Work and Pensions","Commercial","London","60","60","41790","38890"
"In post","2022","Finance","Department for Work and Pensions","Commercial","Outside London","365","335","33740","31990"
"In post","2022","Finance","Department for Work and Pensions","Finance","London","135","130","45830","39960"
"In post","2022","Finance","Department for Work and Pensions","Finance","Outside London","1070","990","37280","35310"
"In post","2022","Finance","Department for Work and Pensions","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","Security","London","80","80","45110","39960"
"In post","2022","Finance","Department for Work and Pensions","Security","Outside London","235","225","41330","35360"
"In post","2022","Finance","Department of Health and Social Care","Commercial","London","15","15","35840","32790"
"In post","2022","Finance","Department of Health and Social Care","Commercial","Outside London","15","15","34800","30120"
"In post","2022","Finance","Department of Health and Social Care","Communications","London","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","Communications","Unknown","[c]","[c]","[c]","[c]"
