"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Female","5","5","[c]","[c]"
"In post","2022","65+","Office of the Public Guardian","Male","10","5","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Female","15","10","[c]","[c]"
"In post","2022","65+","Planning Inspectorate","Male","40","25","59520","65270"
"In post","2022","65+","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Female","10","5","[c]","[c]"
"In post","2022","65+","Registers of Scotland","Male","15","15","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Royal Fleet Auxiliary","Male","20","20","[c]","[c]"
"In post","2022","65+","Rural Payments Agency","Female","40","30","23660","21300"
"In post","2022","65+","Rural Payments Agency","Male","25","20","[c]","[c]"
"In post","2022","65+","Scottish Courts and Tribunals Service","Female","40","25","25970","23780"
"In post","2022","65+","Scottish Courts and Tribunals Service","Male","25","15","[c]","[c]"
"In post","2022","65+","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government (excl. agencies)","Female","45","40","37030","30040"
"In post","2022","65+","Scottish Government (excl. agencies)","Male","80","70","41520","36130"
"In post","2022","65+","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Female","15","10","[c]","[c]"
"In post","2022","65+","Scottish Prison Service","Male","75","50","35450","35000"
"In post","2022","65+","Scottish Public Pensions Agency","Female","5","5","[c]","[c]"
"In post","2022","65+","Scottish Public Pensions Agency","Male","5","5","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2022","65+","Serious Fraud Office","Male","5","5","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Female","5","5","[c]","[c]"
"In post","2022","65+","Social Security Scotland","Male","5","5","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Student Awards Agency for Scotland","Male","5","5","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Female","10","5","[c]","[c]"
"In post","2022","65+","Submarine Delivery Agency","Male","30","30","43820","42040"
"In post","2022","65+","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Female","20","15","[c]","[c]"
"In post","2022","65+","The Insolvency Service","Male","25","20","[c]","[c]"
"In post","2022","65+","The National Archives","Female","10","10","[c]","[c]"
"In post","2022","65+","The National Archives","Male","15","10","[c]","[c]"
"In post","2022","65+","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Transport Scotland","Male","10","5","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2022","65+","UK Health Security Agency","Female","85","65","42400","32430"
"In post","2022","65+","UK Health Security Agency","Male","60","45","62300","54230"
"In post","2022","65+","UK Hydrographic Office","Female","5","5","[c]","[c]"
"In post","2022","65+","UK Hydrographic Office","Male","15","10","[c]","[c]"
"In post","2022","65+","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Female","130","85","24450","20350"
"In post","2022","65+","UK Statistics Authority","Male","125","80","24360","20350"
"In post","2022","65+","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Valuation Office Agency","Female","40","30","29580","27000"
"In post","2022","65+","Valuation Office Agency","Male","50","40","37690","34810"
"In post","2022","65+","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Vehicle Certification Agency","Male","5","5","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government (excl. agencies)","Female","100","75","37570","29430"
"In post","2022","65+","Welsh Government (excl. agencies)","Male","90","75","45210","38160"
"In post","2022","65+","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Equipment and Support","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Female","35","[c]","22220","21260"
"Leaver CS","2022","16-19","Department for Work and Pensions (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Prison and Probation Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
