"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Outside London","G6/G7","20","20","52230","48350"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Outside London","SEO/HEO","15","15","37370","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","London","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","London","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","London","G6/G7","40","35","64950","64100"
"In post","2022","Office of Rail and Road","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","London","SEO/HEO","20","20","41610","41340"
"In post","2022","Office of Rail and Road","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Outside London","G6/G7","45","40","57870","58920"
"In post","2022","Office of Rail and Road","Operational Delivery","Outside London","SEO/HEO","15","15","40170","43500"
"In post","2022","Office of Rail and Road","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","London","G6/G7","25","25","62700","62550"
"In post","2022","Office of Rail and Road","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","London","SEO/HEO","15","15","38530","37710"
"In post","2022","Office of Rail and Road","Policy","Outside London","G6/G7","15","15","60930","61000"
"In post","2022","Office of Rail and Road","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","Outside London","SEO/HEO","10","10","35210","35080"
"In post","2022","Office of Rail and Road","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Outside London","G6/G7","15","15","59020","57100"
"In post","2022","Office of Rail and Road","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Outside London","SEO/HEO","10","10","36720","36050"
"In post","2022","Office of the Public Guardian","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","Outside London","AA/AO","860","775","21000","20970"
"In post","2022","Office of the Public Guardian","Operational Delivery","Outside London","EO","365","350","25190","25120"
"In post","2022","Office of the Public Guardian","Operational Delivery","Outside London","G6/G7","15","15","52970","50430"
"In post","2022","Office of the Public Guardian","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","Outside London","SEO/HEO","140","135","32030","30450"
"In post","2022","Office of the Public Guardian","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Outside London","AA/AO","10","10","24760","25930"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Outside London","EO","10","10","28710","28990"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Outside London","SEO/HEO","15","15","41330","47490"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
