"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of the Public Guardian","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","AA/AO","AO","10","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","EO","EO","10","10","28710","28990"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","SEO","10","10","45920","47490"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","G6","10","10","71010","75340"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","G7","25","25","57320","59000"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","SEO","10","10","45610","47490"
"In post","2022","Office of the Secretary of State for Wales","London","EO","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","London","G6/G7","G6","15","15","65490","62040"
"In post","2022","Planning Inspectorate","London","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Outside London","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Outside London","AA/AO","AO","145","130","21620","21520"
"In post","2022","Planning Inspectorate","Outside London","EO","EO","90","85","26740","26050"
"In post","2022","Planning Inspectorate","Outside London","G6/G7","G6","210","180","64010","58810"
"In post","2022","Planning Inspectorate","Outside London","G6/G7","G7","165","155","47570","47660"
"In post","2022","Planning Inspectorate","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Outside London","SEO/HEO","HEO","95","85","33040","32780"
"In post","2022","Planning Inspectorate","Outside London","SEO/HEO","SEO","60","55","41060","40720"
"In post","2022","Planning Inspectorate","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","EO","EO","10","10","29780","29330"
"In post","2022","Queen Elizabeth II Centre","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","London","SEO/HEO","HEO","20","20","37550","37730"
"In post","2022","Queen Elizabeth II Centre","London","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Registers of Scotland","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Outside London","AA/AO","AO","370","350","24770","25050"
"In post","2022","Registers of Scotland","Outside London","EO","EO","350","335","30700","30840"
"In post","2022","Registers of Scotland","Outside London","G6/G7","G6","15","15","74500","74420"
"In post","2022","Registers of Scotland","Outside London","G6/G7","G7","45","45","58590","62000"
"In post","2022","Registers of Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Outside London","SEO/HEO","HEO","265","255","37260","37710"
"In post","2022","Registers of Scotland","Outside London","SEO/HEO","SEO","135","135","46750","47490"
"In post","2022","Revenue Scotland","Outside London","AA/AO","AO","10","10","24810","24400"
"In post","2022","Revenue Scotland","Outside London","EO","EO","15","15","28560","27940"
"In post","2022","Revenue Scotland","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Revenue Scotland","Outside London","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Revenue Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Outside London","SEO/HEO","HEO","20","20","34490","34600"
"In post","2022","Revenue Scotland","Outside London","SEO/HEO","SEO","15","15","44460","47490"
"In post","2022","Royal Fleet Auxiliary","Unknown","Unknown","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Outside London","AA/AO","AO","1285","1170","21280","21300"
"In post","2022","Rural Payments Agency","Outside London","EO","EO","660","605","25430","25190"
"In post","2022","Rural Payments Agency","Outside London","G6/G7","G6","25","25","59650","59930"
"In post","2022","Rural Payments Agency","Outside London","G6/G7","G7","80","75","49180","48680"
"In post","2022","Rural Payments Agency","Outside London","SCS level","SCS level","10","10","78300","72280"
"In post","2022","Rural Payments Agency","Outside London","SEO/HEO","HEO","310","290","30270","30230"
"In post","2022","Rural Payments Agency","Outside London","SEO/HEO","SEO","190","180","37160","36570"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","AA/AO","AA","340","290","20950","20950"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","AA/AO","AO","660","595","23200","23780"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","EO","EO","490","460","29350","30450"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","G6/G7","G6","10","10","70990","72530"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","G6/G7","G7","60","55","55330","55980"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","HEO","205","200","34790","36360"
"In post","2022","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","SEO","140","130","43760","46100"
"In post","2022","Scottish Fiscal Commission","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Outside London","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","Scottish Forestry","Outside London","AA/AO","AO","50","50","24770","24020"
"In post","2022","Scottish Forestry","Outside London","EO","EO","55","50","31300","31060"
"In post","2022","Scottish Forestry","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Outside London","G6/G7","G7","15","15","58030","59590"
"In post","2022","Scottish Forestry","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Outside London","SEO/HEO","HEO","40","35","38290","38580"
"In post","2022","Scottish Forestry","Outside London","SEO/HEO","SEO","25","25","45910","47250"
"In post","2022","Scottish Government (excl. agencies)","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Outside London","AA/AO","AA","450","425","22710","23230"
"In post","2022","Scottish Government (excl. agencies)","Outside London","AA/AO","AO","515","495","26170","25930"
"In post","2022","Scottish Government (excl. agencies)","Outside London","EO","EO","1220","1170","28970","28990"
"In post","2022","Scottish Government (excl. agencies)","Outside London","G6/G7","G6","865","830","72400","75340"
"In post","2022","Scottish Government (excl. agencies)","Outside London","G6/G7","G7","1530","1460","57880","59860"
"In post","2022","Scottish Government (excl. agencies)","Outside London","SCS level","SCS level","210","205","88480","83230"
