"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Male","65","65","41660","39980"
"In post","2022","National Crime Agency","National Crime Agency","Legal","Female","35","35","55720","60960"
"In post","2022","National Crime Agency","National Crime Agency","Legal","Male","20","15","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Female","2050","1970","37580","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Male","2725","2700","42480","40170"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Female","55","50","43180","40170"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Male","35","35","48090","48060"
"In post","2022","National Crime Agency","National Crime Agency","Property","Female","15","15","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Male","20","15","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Female","30","30","33220","32260"
"In post","2022","National Crime Agency","National Crime Agency","Security","Male","15","15","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","Female","15","15","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","Male","20","20","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Female","245","230","36570","34600"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Male","210","200","35630","31540"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Female","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Male","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Female","15","15","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Male","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","Female","15","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","Male","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Female","35","35","48230","41550"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Male","25","25","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Male","20","20","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Female","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Male","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Female","45","45","49190","47580"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Male","50","50","47240","41750"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Male","5","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Female","15","15","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Male","20","20","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
