"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Unknown","50","45","44320","38160"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Heterosexual / straight","55","50","35140","30700"
"In post","2022","Declared non-disabled","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Heterosexual / straight","60","55","29150","25800"
"In post","2022","Undeclared","Animal and Plant Health Agency","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Undeclared","75","75","34340","31460"
"In post","2022","Undeclared","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Heterosexual / straight","150","140","45470","40600"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Undeclared","120","115","43790","40600"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Undeclared","40","40","32180","27460"
"In post","2022","Undeclared","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Heterosexual / straight","40","35","42160","36130"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Undeclared","170","160","29480","29470"
"In post","2022","Undeclared","Defence Equipment and Support","Heterosexual / straight","325","315","37170","34280"
"In post","2022","Undeclared","Defence Equipment and Support","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Undeclared","375","365","40020","39110"
"In post","2022","Undeclared","Defence Equipment and Support","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","145","145","47410","41890"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","155","150","51710","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","42950","35590"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","45","45","47060","51730"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Heterosexual / straight","160","155","43870","40230"
"In post","2022","Undeclared","Department for Education (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Undeclared","75","70","46560","49860"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","165","160","41340","37510"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","110","105","42120","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Undeclared","30","30","49980","51970"
"In post","2022","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","80","75","42760","39600"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","60","60","46530","47160"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Heterosexual / straight","135","135","44760","42470"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Undeclared","110","105","49990","44480"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","2320","2145","27910","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","LGBO","200","195","27880","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Undeclared","975","905","28660","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","635","565","27130","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Heterosexual / straight","210","190","27290","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Undeclared","235","210","28040","21840"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Heterosexual / straight","120","110","29530","26800"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Undeclared","150","140","30270","28470"
"In post","2022","Undeclared","Education and Skills Funding Agency","Heterosexual / straight","45","45","38920","36500"
"In post","2022","Undeclared","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
