"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","35","35","27070","27140"
"In post","2022","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","50","50","35640","32960"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","AA/AO","520","515","24110","23280"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","EO","180","175","27480","26350"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","G6/G7","30","25","[c]","[c]"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","225","225","38640","37820"
"In post","2022","20-29","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Ministry of Justice (excl. agencies)","AA/AO","35","35","22430","23720"
"In post","2022","20-29","Unknown","Ministry of Justice (excl. agencies)","EO","85","85","27950","28310"
"In post","2022","20-29","Unknown","Ministry of Justice (excl. agencies)","G6/G7","40","40","56200","54270"
"In post","2022","20-29","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","205","205","36970","34360"
"In post","2022","20-29","Unknown","National Crime Agency","AA/AO","80","80","22500","21050"
"In post","2022","20-29","Unknown","National Crime Agency","EO","565","565","33410","32770"
"In post","2022","20-29","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","National Crime Agency","SEO/HEO","115","115","40740","40170"
"In post","2022","20-29","Unknown","National Records of Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","National Records of Scotland","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland Office","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Public Guardian","AA/AO","90","85","20950","20970"
"In post","2022","20-29","Unknown","Office of the Public Guardian","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Planning Inspectorate","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Planning Inspectorate","EO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Registers of Scotland","AA/AO","35","35","24560","25050"
"In post","2022","20-29","Unknown","Registers of Scotland","EO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Registers of Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Royal Fleet Auxiliary","Unknown","365","365","28260","28980"
"In post","2022","20-29","Unknown","Scottish Courts and Tribunals Service","AA/AO","85","85","22870","23780"
"In post","2022","20-29","Unknown","Scottish Courts and Tribunals Service","EO","45","45","28870","30450"
"In post","2022","20-29","Unknown","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","AA/AO","140","135","23500","23230"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","EO","150","150","28030","27230"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government (excl. agencies)","SEO/HEO","265","265","35170","33070"
"In post","2022","20-29","Unknown","Scottish Prison Service","AA/AO","455","445","23190","22480"
"In post","2022","20-29","Unknown","Scottish Prison Service","EO","210","205","31980","32170"
"In post","2022","20-29","Unknown","Scottish Prison Service","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Serious Fraud Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Social Security Scotland","AA/AO","110","110","21820","21050"
"In post","2022","20-29","Unknown","Social Security Scotland","EO","75","75","27440","27230"
"In post","2022","20-29","Unknown","Social Security Scotland","SEO/HEO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Standards and Testing Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Standards and Testing Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","AA/AO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Submarine Delivery Agency","Unknown","50","50","28460","27540"
"In post","2022","20-29","Unknown","Teaching Regulation Agency","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Teaching Regulation Agency","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","The Insolvency Service","AA/AO","95","95","21130","21130"
"In post","2022","20-29","Unknown","The Insolvency Service","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","The Insolvency Service","SEO/HEO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","The National Archives","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","The National Archives","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Transport Scotland","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Debt Management Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","UK Health Security Agency","AA/AO","25","20","[c]","[c]"
"In post","2022","20-29","Unknown","UK Health Security Agency","EO","70","70","26840","27270"
"In post","2022","20-29","Unknown","UK Health Security Agency","G6/G7","55","55","57310","53360"
"In post","2022","20-29","Unknown","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Health Security Agency","SEO/HEO","210","205","34110","32790"
"In post","2022","20-29","Unknown","UK Hydrographic Office","AA/AO","30","30","20550","20420"
"In post","2022","20-29","Unknown","UK Hydrographic Office","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","UK Hydrographic Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Space Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","UK Space Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","UK Statistics Authority","AA/AO","115","100","19940","19860"
"In post","2022","20-29","Unknown","UK Statistics Authority","EO","100","95","24170","23880"
"In post","2022","20-29","Unknown","UK Statistics Authority","G6/G7","40","40","52420","50210"
"In post","2022","20-29","Unknown","UK Statistics Authority","SEO/HEO","420","415","33250","30710"
"In post","2022","20-29","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Valuation Office Agency","AA/AO","95","90","22010","22010"
"In post","2022","20-29","Unknown","Valuation Office Agency","EO","90","85","26620","26030"
"In post","2022","20-29","Unknown","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Valuation Office Agency","SEO/HEO","105","105","34680","32890"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","AA/AO","40","40","23690","24630"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Revenue Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","25","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Animal and Plant Health Agency","AA/AO","30","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Animal and Plant Health Agency","EO","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Animal and Plant Health Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Cabinet Office (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","100","95","57250","54700"
"In post","2022","30-39","Declared disabled","Cabinet Office (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","70","70","36530","35690"
"In post","2022","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","10","10","[c]","[c]"
