"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Analysis","Operational Delivery","EO","10","[c]","25520","24550"
"Leaver CS","2022","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","SEO/HEO","20","[c]","33860","33710"
"Leaver CS","2022","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","SEO/HEO","10","[c]","36430","38070"
"Leaver CS","2022","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","SEO/HEO","15","[c]","40900","41210"
"Leaver CS","2022","Analysis","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","G6/G7","10","[c]","64530","62580"
"Leaver CS","2022","Analysis","Policy","SEO/HEO","15","[c]","36790","37130"
"Leaver CS","2022","Analysis","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","SEO/HEO","25","[c]","34520","33850"
"Leaver CS","2022","Analysis","Social Research","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","SEO/HEO","20","[c]","33690","32540"
"Leaver CS","2022","Analysis","Statistics","AA/AO","25","[c]","22230","22370"
"Leaver CS","2022","Analysis","Statistics","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","G6/G7","15","[c]","57890","57000"
"Leaver CS","2022","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","SEO/HEO","40","[c]","34980","33210"
"Leaver CS","2022","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","AA/AO","20","[c]","20900","21400"
"Leaver CS","2022","Commercial","Commercial","EO","50","[c]","25600","26050"
"Leaver CS","2022","Commercial","Commercial","G6/G7","60","[c]","58630","58620"
"Leaver CS","2022","Commercial","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","SEO/HEO","175","[c]","37160","36780"
"Leaver CS","2022","Commercial","Commercial","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","SEO/HEO","15","[c]","44130","44080"
"Leaver CS","2022","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","G6/G7","110","[c]","69430","67710"
"Leaver CS","2022","Commercial","Unknown","SCS level","25","[c]","128980","125940"
"Leaver CS","2022","Commercial","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","AA/AO","25","[c]","21760","21220"
"Leaver CS","2022","Communications","Communications","EO","70","[c]","27320","26850"
"Leaver CS","2022","Communications","Communications","G6/G7","60","[c]","60170","59160"
"Leaver CS","2022","Communications","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","SEO/HEO","160","[c]","37710","36990"
"Leaver CS","2022","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G6/G7","20","[c]","58570","57090"
"Leaver CS","2022","Communications","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO/HEO","30","[c]","39320","40600"
"Leaver CS","2022","Counter Fraud","Counter Fraud","AA/AO","75","[c]","21710","21260"
"Leaver CS","2022","Counter Fraud","Counter Fraud","EO","125","[c]","27790","27570"
"Leaver CS","2022","Counter Fraud","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Counter Fraud","SEO/HEO","60","[c]","36970","36060"
"Leaver CS","2022","Counter Fraud","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","AA/AO","20","[c]","21880","21260"
"Leaver CS","2022","Counter Fraud","Operational Delivery","EO","20","[c]","28260","27570"
"Leaver CS","2022","Counter Fraud","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Other","AA/AO","185","[c]","21330","21260"
"Leaver CS","2022","Debt","Other","EO","20","[c]","27430","27570"
"Leaver CS","2022","Debt","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","100","[c]","21170","21170"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","EO","210","[c]","27410","26960"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","300","[c]","58760","56750"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","[c]","93510","95900"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","565","[c]","38150","37290"
"Leaver CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","10","[c]","35180","33570"
"Leaver CS","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","20","[c]","36760","39650"
"Leaver CS","2022","Digital, Data & Technology","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AA/AO","15","[c]","19670","18330"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","70","[c]","59520","56660"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS level","10","[c]","104320","101320"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","25","[c]","37270","36730"
"Leaver CS","2022","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Finance","AA/AO","65","[c]","21990","21830"
"Leaver CS","2022","Finance","Finance","EO","85","[c]","26670","26670"
"Leaver CS","2022","Finance","Finance","G6/G7","95","[c]","58900","57210"
"Leaver CS","2022","Finance","Finance","SCS level","20","[c]","90130","93000"
"Leaver CS","2022","Finance","Finance","SEO/HEO","180","[c]","39100","39010"
"Leaver CS","2022","Finance","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Property","SEO/HEO","[c]","[c]","[c]","[c]"
