"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","Heterosexual / straight","45","45","26290","23770"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","Heterosexual / straight","110","110","26840","26070"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Defence Science and Technology Laboratory","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","110","110","41220","40050"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","35","35","37260","33640"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","37620","34020"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","Heterosexual / straight","75","75","34400","32940"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","105","100","34090","32560"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","35","35","33690","32560"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","Heterosexual / straight","40","40","37310","38160"
"In post","2022","20-29","Declared disabled","Department for International Trade","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for International Trade","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","70","70","36670","33210"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","35","35","36800","34130"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","Heterosexual / straight","40","40","38630","34710"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","820","800","26490","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","LGBO","285","280","26350","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","85","80","27140","27570"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","45","45","35100","32790"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Licensing Agency","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Licensing Agency","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education and Skills Funding Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education and Skills Funding Agency","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","FCDO Services","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","85","85","35640","35700"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Actuary's Department","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Internal Audit Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
