"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","SEO/HEO","Female","Undeclared","295","285","37980","37610"
"In post","2022","Unknown","SEO/HEO","Female","Unknown","2420","2355","34280","33070"
"In post","2022","Unknown","SEO/HEO","Male","Heterosexual / straight","2930","2905","38400","37300"
"In post","2022","Unknown","SEO/HEO","Male","LGBO","335","335","37190","35790"
"In post","2022","Unknown","SEO/HEO","Male","Undeclared","290","290","37830","36610"
"In post","2022","Unknown","SEO/HEO","Male","Unknown","2120","2090","35690","33370"
"In post","2022","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Female","Heterosexual / straight","50","45","53340","54080"
"In post","2022","Veterinarian","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Male","Heterosexual / straight","40","40","54980","54330"
"In post","2022","Veterinarian","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Female","Heterosexual / straight","100","95","38910","37410"
"In post","2022","Veterinarian","SEO/HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Male","Heterosexual / straight","70","70","40290","37800"
"In post","2022","Veterinarian","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Heterosexual / straight","70","[c]","36040","36110"
"Leaver CS","2022","Commercial","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Heterosexual / straight","80","[c]","36950","36780"
"Leaver CS","2022","Commercial","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Heterosexual / straight","80","[c]","37990","37640"
"Leaver CS","2022","Communications","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Male","Heterosexual / straight","40","[c]","38040","36840"
"Leaver CS","2022","Communications","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
