"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","300","[c]","21600","21260"
"Leaver CS","2022","Declared disabled","Unknown","EO","170","[c]","27590","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G7","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","HEO","100","[c]","34970","34640"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","35","[c]","26230","26240"
"Leaver CS","2022","Declared non-disabled","Commercial","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","HEO","60","[c]","33500","33780"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO","65","[c]","40820","40640"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","HEO","70","[c]","34230","33540"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SEO","55","[c]","41570","40300"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AO","55","[c]","21850","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","95","[c]","27710","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","AO","40","[c]","21720","21250"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","EO","120","[c]","27420","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","G6","55","[c]","69800","69060"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","G7","155","[c]","56460","56000"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","HEO","150","[c]","34240","33610"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SEO","215","[c]","42070","40670"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AO","50","[c]","22070","21540"
"Leaver CS","2022","Declared non-disabled","Finance","EO","75","[c]","26870","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","G7","60","[c]","55640","54540"
"Leaver CS","2022","Declared non-disabled","Finance","HEO","95","[c]","33920","33300"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO","75","[c]","43610","42580"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AO","60","[c]","21820","21300"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","65","[c]","26270","26710"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","G7","60","[c]","54080","53880"
"Leaver CS","2022","Declared non-disabled","Human Resources","HEO","75","[c]","33630","33350"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO","70","[c]","41980","40900"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","G7","45","[c]","75040","75500"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SEO","40","[c]","49050","51360"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","EO","55","[c]","27840","27370"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","EO","85","[c]","25370","25080"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","G7","35","[c]","52340","50930"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","HEO","65","[c]","31730","30820"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SEO","65","[c]","39710","38650"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","G6","55","[c]","69740","68720"
"Leaver CS","2022","Declared non-disabled","Legal","G7","170","[c]","56250","55000"
"Leaver CS","2022","Declared non-disabled","Legal","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO","35","[c]","45750","41750"
"Leaver CS","2022","Declared non-disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","EO","45","[c]","30310","31530"
"Leaver CS","2022","Declared non-disabled","Medicine","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","HEO","50","[c]","37360","39030"
"Leaver CS","2022","Declared non-disabled","Medicine","SCS level","75","[c]","100300","101430"
"Leaver CS","2022","Declared non-disabled","Medicine","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","AA","900","[c]","19090","18580"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","AO","5640","[c]","21530","21260"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","EO","4190","[c]","27890","27570"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","G6","130","[c]","68110","66520"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","G7","370","[c]","55460","54230"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","HEO","790","[c]","33100","32650"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SCS level","55","[c]","96370","93740"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SEO","580","[c]","41640","40480"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Unknown","795","[c]","32160","28200"
"Leaver CS","2022","Declared non-disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","AA","190","[c]","19560","19050"
"Leaver CS","2022","Declared non-disabled","Other","AO","575","[c]","21430","21260"
"Leaver CS","2022","Declared non-disabled","Other","EO","485","[c]","26920","27570"
"Leaver CS","2022","Declared non-disabled","Other","G6","35","[c]","73770","73070"
"Leaver CS","2022","Declared non-disabled","Other","G7","50","[c]","55960","54620"
"Leaver CS","2022","Declared non-disabled","Other","HEO","215","[c]","32840","33300"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SEO","95","[c]","43000","41020"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
