"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Planning Inspectorate","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Planning Inspectorate","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Operational Delivery","Heterosexual / straight","130","125","25650","22560"
"In post","2022","Planning Inspectorate","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Planning Inspectorate","Operational Delivery","Unknown","85","75","24700","22560"
"In post","2022","Planning Inspectorate","Other","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","LGBO","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","Unknown","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning Inspectors","Heterosexual / straight","285","255","56240","58810"
"In post","2022","Planning Inspectorate","Planning Inspectors","LGBO","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning Inspectors","Undeclared","35","30","55850","58810"
"In post","2022","Planning Inspectorate","Planning Inspectors","Unknown","50","40","57030","58810"
"In post","2022","Planning Inspectorate","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","Unknown","25","25","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","Heterosexual / straight","55","55","39420","37710"
"In post","2022","Registers of Scotland","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","Unknown","20","20","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","Heterosexual / straight","35","35","38160","37710"
"In post","2022","Registers of Scotland","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Delivery","Heterosexual / straight","495","480","33140","30840"
"In post","2022","Registers of Scotland","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Delivery","Undeclared","55","55","32480","30840"
"In post","2022","Registers of Scotland","Operational Delivery","Unknown","335","310","30440","30840"
"In post","2022","Registers of Scotland","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Registers of Scotland","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Registers of Scotland","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Heterosexual / straight","35","35","37490","36130"
"In post","2022","Revenue Scotland","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Unknown","30","30","43870","39660"
"In post","2022","Royal Fleet Auxiliary","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Operational Delivery","Heterosexual / straight","1085","985","26390","24920"
"In post","2022","Rural Payments Agency","Operational Delivery","LGBO","80","75","25980","24920"
"In post","2022","Rural Payments Agency","Operational Delivery","Undeclared","95","85","25280","24920"
"In post","2022","Rural Payments Agency","Operational Delivery","Unknown","1150","1065","24420","21300"
"In post","2022","Rural Payments Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","Heterosexual / straight","90","80","39160","36520"
"In post","2022","Rural Payments Agency","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","Unknown","45","40","35110","35900"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","Unknown","60","60","37300","32000"
"In post","2022","Scottish Courts and Tribunals Service","Finance","Heterosexual / straight","10","10","[c]","[c]"
