"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Economics","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Economics","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Economics","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","EO","Heterosexual / straight","65","65","27100","26670"
"In post","2022","Undeclared","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","EO","Undeclared","65","60","27520","26930"
"In post","2022","Undeclared","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","G7","Heterosexual / straight","40","40","56490","54540"
"In post","2022","Undeclared","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","G7","Undeclared","50","45","55960","56380"
"In post","2022","Undeclared","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HEO","Heterosexual / straight","80","75","33790","33300"
"In post","2022","Undeclared","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HEO","Undeclared","85","80","34310","33300"
"In post","2022","Undeclared","Finance","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO","Heterosexual / straight","75","75","41990","40580"
"In post","2022","Undeclared","Finance","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO","Undeclared","70","70","42810","41980"
"In post","2022","Undeclared","Finance","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Geography","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AO","Undeclared","30","25","21930","21380"
"In post","2022","Undeclared","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","EO","Heterosexual / straight","45","40","27200","26670"
"In post","2022","Undeclared","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","EO","Undeclared","35","30","28440","27570"
"In post","2022","Undeclared","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","Heterosexual / straight","40","40","54260","54450"
"In post","2022","Undeclared","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HEO","Heterosexual / straight","75","70","33730","33300"
"In post","2022","Undeclared","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HEO","Undeclared","50","50","33910","33350"
"In post","2022","Undeclared","Human Resources","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO","Heterosexual / straight","65","65","41770","41100"
"In post","2022","Undeclared","Human Resources","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO","Undeclared","35","35","42440","41100"
"In post","2022","Undeclared","Human Resources","SEO","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","EO","Heterosexual / straight","60","55","28350","27380"
"In post","2022","Undeclared","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","EO","Undeclared","60","55","27980","27370"
"In post","2022","Undeclared","Intelligence Analysis","EO","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","HEO","Undeclared","40","40","34540","33800"
"In post","2022","Undeclared","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
