"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","Heterosexual / straight","695","655","43470","40520"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","LGBO","30","30","43960","40180"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","Undeclared","90","80","39090","36950"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","Unknown","260","240","37260","33370"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Heterosexual / straight","675","585","26950","22080"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","LGBO","35","30","24550","21250"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Undeclared","135","110","25820","22080"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Unknown","445","385","24700","22080"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","Heterosexual / straight","55","55","36910","37930"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","Unknown","30","30","34850","33400"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","130","130","45770","40520"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","80","75","45870","42390"
"In post","2022","Finance","HM Treasury (excl. agencies)","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Finance","Heterosexual / straight","75","75","49730","52920"
"In post","2022","Finance","HM Treasury (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Met Office","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Met Office","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Met Office","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Met Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Met Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Finance","Heterosexual / straight","1270","1225","38240","33300"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Finance","LGBO","30","30","[c]","[c]"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Finance","Undeclared","205","195","39070","35000"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Finance","Unknown","120","115","37100","33300"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Finance","Heterosexual / straight","365","355","43710","41100"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Finance","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Finance","Undeclared","40","40","44850","41100"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Finance","Unknown","60","60","41690","39730"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Heterosexual / straight","30","30","41520","41750"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Finance","Heterosexual / straight","40","40","37440","36740"
"In post","2022","Finance","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Finance","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","National Savings and Investments","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","National Savings and Investments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Savings and Investments","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Budget Responsibility","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Budget Responsibility","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Finance","LGBO","[c]","[c]","[c]","[c]"
