"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Ministry of Justice (excl. agencies)","Operational Delivery","40","[c]","37540","32860"
"Leaver CS","2022","Declared disabled","No function","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of the Public Guardian","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Public Health England","Knowledge and Information Management","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Public Health England","Operational Delivery","35","[c]","35100","29990"
"Leaver CS","2022","Declared disabled","No function","Public Health England","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Public Health England","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Scottish Prison Service","Operational Delivery","35","[c]","35580","35000"
"Leaver CS","2022","Declared disabled","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","The Insolvency Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","The National Archives","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Health Security Agency","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Health Security Agency","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Statistics Authority","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Vehicle Certification Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Other","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
