"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AO","Heterosexual / straight","165","[c]","20970","21260"
"Leaver CS","2022","Leeds","Outside London","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","AO","Unknown","180","[c]","21060","21260"
"Leaver CS","2022","Leeds","Outside London","EO","Heterosexual / straight","160","[c]","25930","26820"
"Leaver CS","2022","Leeds","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","EO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","EO","Unknown","125","[c]","26780","27570"
"Leaver CS","2022","Leeds","Outside London","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G7","Heterosexual / straight","50","[c]","53480","52160"
"Leaver CS","2022","Leeds","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","HEO","Heterosexual / straight","75","[c]","32120","32060"
"Leaver CS","2022","Leeds","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","HEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SEO","Heterosexual / straight","85","[c]","39840","39070"
"Leaver CS","2022","Leeds","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AO","Heterosexual / straight","75","[c]","21060","21260"
"Leaver CS","2022","Leicester","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","AO","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","EO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AO","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","EO","Heterosexual / straight","65","[c]","28940","29290"
"Leaver CS","2022","Lewisham and Southwark","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G7","Heterosexual / straight","55","[c]","53270","53220"
"Leaver CS","2022","Lewisham and Southwark","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SEO","Heterosexual / straight","35","[c]","41340","41030"
"Leaver CS","2022","Lewisham and Southwark","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AO","Heterosexual / straight","75","[c]","21280","21170"
"Leaver CS","2022","Lincolnshire CC","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","EO","Heterosexual / straight","55","[c]","27660","27570"
"Leaver CS","2022","Lincolnshire CC","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
