"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","HEO","70","[c]","34230","33540"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","SEO","55","[c]","41570","40300"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","AO","55","[c]","21850","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","EO","95","[c]","27710","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","AO","40","[c]","21720","21250"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","EO","EO","120","[c]","27420","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","G6","55","[c]","69800","69060"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","G7","155","[c]","56460","56000"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","HEO","150","[c]","34240","33610"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","SEO","215","[c]","42070","40670"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","AO","50","[c]","22070","21540"
"Leaver CS","2022","Declared non-disabled","Finance","EO","EO","75","[c]","26870","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","G7","60","[c]","55640","54540"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","HEO","95","[c]","33920","33300"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","SEO","75","[c]","43610","42580"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","AO","60","[c]","21820","21300"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","EO","65","[c]","26270","26710"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","G7","60","[c]","54080","53880"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","HEO","75","[c]","33630","33350"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","SEO","70","[c]","41980","40900"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","G7","45","[c]","75040","75500"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","SEO","40","[c]","49050","51360"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","EO","EO","55","[c]","27840","27370"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","EO","EO","85","[c]","25370","25080"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","G7","35","[c]","52340","50930"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","HEO","65","[c]","31730","30820"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","SEO","65","[c]","39710","38650"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","G6","55","[c]","69740","68720"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","G7","170","[c]","56250","55000"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","SEO","35","[c]","45750","41750"
"Leaver CS","2022","Declared non-disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","EO","EO","45","[c]","30310","31530"
"Leaver CS","2022","Declared non-disabled","Medicine","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","SCS level","SCS level","75","[c]","100300","101430"
"Leaver CS","2022","Declared non-disabled","Medicine","SEO/HEO","HEO","50","[c]","37360","39030"
"Leaver CS","2022","Declared non-disabled","Medicine","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","AA/AO","AA","900","[c]","19090","18580"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","AA/AO","AO","5640","[c]","21530","21260"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","EO","EO","4190","[c]","27890","27570"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","G6/G7","G6","130","[c]","68110","66520"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","G6/G7","G7","370","[c]","55460","54230"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SCS level","SCS level","55","[c]","96370","93740"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","790","[c]","33100","32650"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","580","[c]","41640","40480"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Unknown","Unknown","795","[c]","32160","28200"
"Leaver CS","2022","Declared non-disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","AA/AO","AA","190","[c]","19560","19050"
"Leaver CS","2022","Declared non-disabled","Other","AA/AO","AO","575","[c]","21430","21260"
"Leaver CS","2022","Declared non-disabled","Other","EO","EO","485","[c]","26920","27570"
"Leaver CS","2022","Declared non-disabled","Other","G6/G7","G6","35","[c]","73770","73070"
"Leaver CS","2022","Declared non-disabled","Other","G6/G7","G7","50","[c]","55960","54620"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SEO/HEO","HEO","215","[c]","32840","33300"
"Leaver CS","2022","Declared non-disabled","Other","SEO/HEO","SEO","95","[c]","43000","41020"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA/AO","AO","55","[c]","22650","21960"
"Leaver CS","2022","Declared non-disabled","Policy","EO","EO","90","[c]","27770","27850"
"Leaver CS","2022","Declared non-disabled","Policy","G6/G7","G6","95","[c]","68280","67970"
"Leaver CS","2022","Declared non-disabled","Policy","G6/G7","G7","215","[c]","55680","53600"
"Leaver CS","2022","Declared non-disabled","Policy","SCS level","SCS level","60","[c]","91490","82370"
"Leaver CS","2022","Declared non-disabled","Policy","SEO/HEO","HEO","230","[c]","34490","34020"
"Leaver CS","2022","Declared non-disabled","Policy","SEO/HEO","SEO","130","[c]","41590","40370"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","EO","55","[c]","25560","25500"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","G6","40","[c]","68080","66780"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","G7","80","[c]","53900","54290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","HEO","130","[c]","32420","33090"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","SEO","140","[c]","40560","40580"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","30","[c]","40660","39860"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","EO","EO","50","[c]","26600","26350"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","HEO","65","[c]","34290","33300"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","SEO","60","[c]","43390","42920"
"Leaver CS","2022","Declared non-disabled","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA/AO","AA","45","[c]","18070","17540"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA/AO","AO","90","[c]","21520","21340"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","EO","EO","140","[c]","24850","25190"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6/G7","G6","40","[c]","73010","72740"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6/G7","G7","155","[c]","53280","52610"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","HEO","265","[c]","32070","31950"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","SEO","270","[c]","41110","40070"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","Unknown","40","[c]","36880","35960"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","AA","95","[c]","20890","19810"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","AO","180","[c]","32060","29530"
