"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Human Resources","AA/AO","65","[c]","21550","21170"
"Leaver CS","2022","Declared non-disabled","Human Resources","EO","65","[c]","26270","26710"
"Leaver CS","2022","Declared non-disabled","Human Resources","G6/G7","80","[c]","57170","55490"
"Leaver CS","2022","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","SEO/HEO","145","[c]","37550","36810"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","G6/G7","60","[c]","76780","75500"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","SEO/HEO","40","[c]","49050","51360"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","EO","55","[c]","27840","27370"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","SEO/HEO","35","[c]","37250","36780"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","EO","85","[c]","25370","25080"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","G6/G7","50","[c]","55620","53170"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","SEO/HEO","130","[c]","35660","36330"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","G6/G7","225","[c]","59580","56750"
"Leaver CS","2022","Declared non-disabled","Legal","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","SEO/HEO","60","[c]","42650","40290"
"Leaver CS","2022","Declared non-disabled","Medicine","AA/AO","30","[c]","22760","23280"
"Leaver CS","2022","Declared non-disabled","Medicine","EO","45","[c]","30310","31530"
"Leaver CS","2022","Declared non-disabled","Medicine","G6/G7","40","[c]","73380","75970"
"Leaver CS","2022","Declared non-disabled","Medicine","SCS level","75","[c]","100300","101430"
"Leaver CS","2022","Declared non-disabled","Medicine","SEO/HEO","65","[c]","38980","39030"
"Leaver CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","AA/AO","6545","[c]","21290","21260"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","EO","4190","[c]","27890","27570"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","G6/G7","500","[c]","58720","57200"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SCS level","55","[c]","96370","93740"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","SEO/HEO","1370","[c]","36830","35910"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Unknown","795","[c]","32160","28200"
"Leaver CS","2022","Declared non-disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","AA/AO","765","[c]","20960","21170"
"Leaver CS","2022","Declared non-disabled","Other","EO","485","[c]","26920","27570"
"Leaver CS","2022","Declared non-disabled","Other","G6/G7","90","[c]","63330","61270"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SEO/HEO","310","[c]","35970","35000"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA/AO","55","[c]","22400","21830"
"Leaver CS","2022","Declared non-disabled","Policy","EO","90","[c]","27770","27850"
"Leaver CS","2022","Declared non-disabled","Policy","G6/G7","315","[c]","59210","57680"
"Leaver CS","2022","Declared non-disabled","Policy","SCS level","60","[c]","91490","82370"
"Leaver CS","2022","Declared non-disabled","Policy","SEO/HEO","360","[c]","37370","36930"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","55","[c]","25560","25500"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6/G7","120","[c]","58700","57450"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO/HEO","270","[c]","36630","37250"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","30","[c]","40660","39860"
"Leaver CS","2022","Declared non-disabled","Property","AA/AO","50","[c]","19530","19010"
"Leaver CS","2022","Declared non-disabled","Property","EO","50","[c]","26600","26350"
"Leaver CS","2022","Declared non-disabled","Property","G6/G7","40","[c]","60470","60500"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO/HEO","125","[c]","38680","38200"
"Leaver CS","2022","Declared non-disabled","Psychology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA/AO","135","[c]","20360","20010"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","EO","140","[c]","24850","25190"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6/G7","195","[c]","57290","53910"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO/HEO","535","[c]","36660","37240"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","40","[c]","36880","35960"
"Leaver CS","2022","Declared non-disabled","Security","AA/AO","280","[c]","28140","25000"
"Leaver CS","2022","Declared non-disabled","Security","EO","50","[c]","35660","37940"
"Leaver CS","2022","Declared non-disabled","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO/HEO","55","[c]","41410","37090"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","1745","[c]","22410","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","875","[c]","28540","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","480","[c]","62800","60690"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","120","[c]","92620","89030"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO/HEO","875","[c]","39060","38580"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","165","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","45","[c]","37450","36840"
"Leaver CS","2022","Undeclared","Economics","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","AA/AO","650","[c]","21160","21200"
"Leaver CS","2022","Undeclared","Operational Delivery","EO","295","[c]","27680","27570"
"Leaver CS","2022","Undeclared","Operational Delivery","G6/G7","30","[c]","60130","57540"
"Leaver CS","2022","Undeclared","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","SEO/HEO","115","[c]","37790","36840"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","AA/AO","75","[c]","21110","21260"
"Leaver CS","2022","Undeclared","Other","EO","40","[c]","27050","26930"
"Leaver CS","2022","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
